Date,o
2019-01-24,"{'h': 56.34639020141448, 'l': 18.40601326306765, 'v': 21.896777194753543}"
2019-01-25,"{'h': 56.359216367847466, 'l': 18.19069458226095, 'v': 21.841540857232946}"
2019-01-26,"{'h': 56.3802981833766, 'l': 17.981437224732026, 'v': 21.961416664927928}"
2019-01-27,"{'h': 56.40789705361263, 'l': 17.77304009629387, 'v': 21.811247371044896}"
2019-01-28,"{'h': 56.450436915492475, 'l': 17.557418688875078, 'v': 21.165785307618332}"
2019-01-29,"{'h': 56.49687169195461, 'l': 17.343431797571878, 'v': 21.00284187786557}"
2019-01-30,"{'h': 56.53891504002215, 'l': 17.136166468110826, 'v': 21.209252221533337}"
2019-01-31,"{'h': 56.5734791036499, 'l': 16.933119412913566, 'v': 21.404127478010214}"
2019-02-01,"{'h': 56.59663052717671, 'l': 16.729698324523632, 'v': 21.449186272304264}"
2019-02-02,"{'h': 56.598354684672074, 'l': 16.527737520790172, 'v': 21.519137342675492}"
2019-02-03,"{'h': 56.55965566252358, 'l': 16.334622809305998, 'v': 21.571498960097742}"
2019-02-04,"{'h': 56.518838506027166, 'l': 16.14320144115929, 'v': 21.510361081635235}"
2019-02-05,"{'h': 56.46813158322369, 'l': 15.958359382049942, 'v': 21.615883406680393}"
2019-02-06,"{'h': 56.41508202322034, 'l': 15.771339751049972, 'v': 21.31929764368472}"
2019-02-07,"{'h': 56.34998225211963, 'l': 15.590299531529382, 'v': 21.32818707482867}"
2019-02-08,"{'h': 56.24462483141782, 'l': 15.43584529181594, 'v': 21.95122632472065}"
2019-02-09,"{'h': 56.05617887446407, 'l': 15.337549338254647, 'v': 23.03343826756406}"
2019-02-10,"{'h': 55.813700994994925, 'l': 15.270778222487003, 'v': 23.04276312239267}"
2019-02-11,"{'h': 55.57395562463968, 'l': 15.204349735389538, 'v': 23.019655271334887}"
2019-02-12,"{'h': 55.35448390168125, 'l': 15.127709221934765, 'v': 22.939266856036514}"
2019-02-13,"{'h': 55.105435478316025, 'l': 15.07165148440356, 'v': 23.082493681380466}"
2019-02-14,"{'h': 54.84749792667131, 'l': 15.021786775180487, 'v': 22.995519447384297}"
2019-02-15,"{'h': 54.593632444583285, 'l': 14.971822465679985, 'v': 22.999538622000355}"
2019-02-16,"{'h': 54.357330110215415, 'l': 14.915659628118991, 'v': 23.12997471140371}"
2019-02-17,"{'h': 54.13997319700376, 'l': 14.851392080016403, 'v': 23.15969642191962}"
2019-02-18,"{'h': 53.898207032845846, 'l': 14.815363169642424, 'v': 24.16413664910065}"
2019-02-19,"{'h': 53.68552343967373, 'l': 14.776248338098739, 'v': 25.063991750023124}"
2019-02-20,"{'h': 53.49337363306026, 'l': 14.72886208691951, 'v': 25.12808230668657}"
2019-02-21,"{'h': 53.33130294140995, 'l': 14.669046399630354, 'v': 25.191431118012872}"
2019-02-22,"{'h': 53.16811401652427, 'l': 14.613761681028464, 'v': 25.40545591001046}"
2019-02-23,"{'h': 53.00113932187169, 'l': 14.564829258288345, 'v': 25.672410293026726}"
2019-02-24,"{'h': 52.889758192416906, 'l': 14.49409393547431, 'v': 25.70337043141571}"
2019-02-25,"{'h': 52.78418348578478, 'l': 14.407130537166427, 'v': 24.48070380077094}"
2019-02-26,"{'h': 52.68107651331059, 'l': 14.320833531106594, 'v': 24.50376847846989}"
2019-02-27,"{'h': 52.59252391812878, 'l': 14.230509711599211, 'v': 24.46493396342387}"
2019-02-28,"{'h': 52.48961291810832, 'l': 14.147739464722253, 'v': 24.60103620893288}"
2019-03-01,"{'h': 52.382916722228785, 'l': 14.068475183916757, 'v': 24.680908356921663}"
2019-03-02,"{'h': 52.30049695784956, 'l': 13.981337281674314, 'v': 24.57214705263542}"
2019-03-03,"{'h': 52.18429144811054, 'l': 13.906206004606702, 'v': 24.55393836131257}"
2019-03-04,"{'h': 52.07084306630675, 'l': 13.824924854124905, 'v': 24.050148797856284}"
2019-03-05,"{'h': 51.99856088480099, 'l': 13.73551915858608, 'v': 24.316651751367374}"
2019-03-06,"{'h': 51.93702117126671, 'l': 13.650874188826766, 'v': 24.765072128146215}"
2019-03-07,"{'h': 51.87799430254619, 'l': 13.57232355172318, 'v': 25.201351430023003}"
2019-03-08,"{'h': 51.815101010598084, 'l': 13.496152711956842, 'v': 25.27993906986245}"
2019-03-09,"{'h': 51.75719583538906, 'l': 13.42154033477376, 'v': 25.39260366628524}"
2019-03-10,"{'h': 51.69563709437452, 'l': 13.348381447141637, 'v': 25.40712322025063}"
2019-03-11,"{'h': 51.6410964758406, 'l': 13.273114883584551, 'v': 25.23364183335975}"
2019-03-12,"{'h': 51.577748478915055, 'l': 13.198473744309073, 'v': 25.130585495570063}"
2019-03-13,"{'h': 51.50177282749128, 'l': 13.127121191474803, 'v': 25.135400517111307}"
2019-03-14,"{'h': 51.42892515577705, 'l': 13.055356288603704, 'v': 25.083580314661877}"
2019-03-15,"{'h': 51.35337101973258, 'l': 12.98728568892189, 'v': 25.274904213801367}"
2019-03-16,"{'h': 51.25495360676855, 'l': 12.932525484085986, 'v': 25.839216865808822}"
2019-03-17,"{'h': 51.14611608263581, 'l': 12.881248001544314, 'v': 25.76874230865998}"
2019-03-18,"{'h': 51.04286405522226, 'l': 12.829290646058517, 'v': 25.794105868664}"
2019-03-19,"{'h': 50.9340537396013, 'l': 12.780041074498115, 'v': 25.792138774272225}"
2019-03-20,"{'h': 50.80333003388025, 'l': 12.740591133590605, 'v': 25.860781698557478}"
2019-03-21,"{'h': 50.66617403769736, 'l': 12.704960162101592, 'v': 25.881268696234926}"
2019-03-22,"{'h': 50.53776346295794, 'l': 12.66505416744145, 'v': 25.719856761273576}"
2019-03-23,"{'h': 50.390641280396025, 'l': 12.633922443309537, 'v': 25.719921316019427}"
2019-03-24,"{'h': 50.25620282948507, 'l': 12.597784278280031, 'v': 25.657082499157656}"
2019-03-25,"{'h': 50.17918298447784, 'l': 12.541798759396777, 'v': 25.487709262474873}"
2019-03-26,"{'h': 50.10139804947157, 'l': 12.484811317474549, 'v': 25.313983235635153}"
2019-03-27,"{'h': 50.02855551004049, 'l': 12.43202265337704, 'v': 25.73050488765026}"
2019-03-28,"{'h': 49.96024672818422, 'l': 12.379855455327213, 'v': 25.805892128573706}"
2019-03-29,"{'h': 49.89139539485221, 'l': 12.331853579239723, 'v': 26.13610189815433}"
2019-03-30,"{'h': 49.82213814151001, 'l': 12.286575507766536, 'v': 26.33884657223568}"
2019-03-31,"{'h': 49.75398860742271, 'l': 12.240606160642116, 'v': 26.23154179796768}"
2019-04-01,"{'h': 49.67286765742368, 'l': 12.201447019246107, 'v': 26.588207599959155}"
2019-04-02,"{'h': 49.59296979713696, 'l': 12.1871744971649, 'v': 29.466366907491683}"
2019-04-03,"{'h': 49.52266330061657, 'l': 12.186058212829664, 'v': 31.826456496984434}"
2019-04-04,"{'h': 49.45183235907699, 'l': 12.182526161034556, 'v': 31.33754107503748}"
2019-04-05,"{'h': 49.387827756074586, 'l': 12.17762080782892, 'v': 31.34669578818858}"
2019-04-06,"{'h': 49.33370244032681, 'l': 12.172446517653974, 'v': 31.639959107868197}"
2019-04-07,"{'h': 49.280250209817424, 'l': 12.170179246926448, 'v': 32.217357567562935}"
2019-04-08,"{'h': 49.22312149971812, 'l': 12.170191061686221, 'v': 32.492195923318235}"
2019-04-09,"{'h': 49.14294817885919, 'l': 12.172193388142105, 'v': 31.632055936452915}"
2019-04-10,"{'h': 49.062542952004776, 'l': 12.173047413465397, 'v': 31.375504786326253}"
2019-04-11,"{'h': 48.975221531516084, 'l': 12.16800085798901, 'v': 30.079043539831993}"
2019-04-12,"{'h': 48.88995280269771, 'l': 12.15613812556111, 'v': 29.164367798430323}"
2019-04-13,"{'h': 48.81885666992668, 'l': 12.136380372498706, 'v': 28.55045017970974}"
2019-04-14,"{'h': 48.74362568039287, 'l': 12.117530260878514, 'v': 28.49581358026908}"
2019-04-15,"{'h': 48.663812054479266, 'l': 12.1019780651888, 'v': 28.720761077523424}"
2019-04-16,"{'h': 48.57110236900358, 'l': 12.087366183057174, 'v': 28.312185812488206}"
2019-04-17,"{'h': 48.48950128522035, 'l': 12.073144875630476, 'v': 28.71799792920026}"
2019-04-18,"{'h': 48.40366047546891, 'l': 12.05955557283901, 'v': 28.589449909656384}"
2019-04-19,"{'h': 48.31642341894913, 'l': 12.045734915891106, 'v': 28.450532252858064}"
2019-04-20,"{'h': 48.23149431834088, 'l': 12.03263563897946, 'v': 28.574010277759527}"
2019-04-21,"{'h': 48.15281543151872, 'l': 12.016779046372434, 'v': 28.38598160314259}"
2019-04-22,"{'h': 48.06771643401362, 'l': 12.003579796108212, 'v': 28.4459630906654}"
2019-04-23,"{'h': 47.98511880637289, 'l': 11.99637166806351, 'v': 29.303311669840948}"
2019-04-24,"{'h': 47.89784067108789, 'l': 11.984807300755907, 'v': 28.466225909463837}"
2019-04-25,"{'h': 47.80724806471024, 'l': 11.96322885886671, 'v': 27.064048787802154}"
2019-04-26,"{'h': 47.7104605580212, 'l': 11.935678817053844, 'v': 26.129838367032455}"
2019-04-27,"{'h': 47.59785473219907, 'l': 11.911564761874, 'v': 25.84371370393916}"
2019-04-28,"{'h': 47.48436935284561, 'l': 11.888551000873662, 'v': 25.84848889398036}"
2019-04-29,"{'h': 47.39524698699141, 'l': 11.856414906387673, 'v': 25.68261206130911}"
2019-04-30,"{'h': 47.30641173158351, 'l': 11.824433521893138, 'v': 25.643604735149463}"
2019-05-01,"{'h': 47.22035735187553, 'l': 11.796365591957546, 'v': 26.082519389743403}"
2019-05-02,"{'h': 47.10619146559994, 'l': 11.78391760703056, 'v': 26.6982326955372}"
2019-05-03,"{'h': 46.936891982976896, 'l': 11.807237634669782, 'v': 27.919657897810957}"
2019-05-04,"{'h': 46.72600059319381, 'l': 11.85581703930314, 'v': 28.20971549570926}"
2019-05-05,"{'h': 46.47866045116355, 'l': 11.926710512878294, 'v': 28.249936126088212}"
2019-05-06,"{'h': 46.21283015426776, 'l': 12.007838862017774, 'v': 27.993815038813977}"
2019-05-07,"{'h': 45.92709979488646, 'l': 12.110479740379962, 'v': 28.928095718023254}"
2019-05-08,"{'h': 45.615800914508995, 'l': 12.23059363965353, 'v': 28.889387192545417}"
2019-05-09,"{'h': 45.29548215245828, 'l': 12.364693867549043, 'v': 29.679923906627945}"
2019-05-10,"{'h': 44.98345304440575, 'l': 12.503068012043713, 'v': 30.70735364787585}"
2019-05-11,"{'h': 44.69345053740477, 'l': 12.644130324027774, 'v': 32.93168982935596}"
2019-05-12,"{'h': 44.44935830416152, 'l': 12.767161113059686, 'v': 34.66470496746644}"
2019-05-13,"{'h': 44.19130706923315, 'l': 12.906190317504002, 'v': 35.75684633148849}"
2019-05-14,"{'h': 43.95423305349297, 'l': 13.04405181424403, 'v': 38.25351834124865}"
2019-05-15,"{'h': 43.74371612617337, 'l': 13.165875378388618, 'v': 38.44230697395999}"
2019-05-16,"{'h': 43.53141553816243, 'l': 13.288556824449133, 'v': 38.16006244449517}"
2019-05-17,"{'h': 43.28005126132704, 'l': 13.421854528756013, 'v': 34.71525293702479}"
2019-05-18,"{'h': 43.005202852204654, 'l': 13.572220540932628, 'v': 34.753859807017044}"
2019-05-19,"{'h': 42.73782671513469, 'l': 13.731764949355282, 'v': 37.330677290712245}"
2019-05-20,"{'h': 42.43027861156741, 'l': 13.920906585731869, 'v': 37.363927837820796}"
2019-05-21,"{'h': 42.10966276479507, 'l': 14.120514664954412, 'v': 37.275734961561206}"
2019-05-22,"{'h': 41.80455399156301, 'l': 14.307691218389836, 'v': 36.66497345434751}"
2019-05-23,"{'h': 41.45832223979774, 'l': 14.520854937512969, 'v': 35.67149795512409}"
2019-05-24,"{'h': 41.112813653094605, 'l': 14.73923371610029, 'v': 36.3802188919903}"
2019-05-25,"{'h': 40.75041106231905, 'l': 14.971047636540526, 'v': 36.19588629550315}"
2019-05-26,"{'h': 40.35125027721981, 'l': 15.233278720696793, 'v': 36.34514234739122}"
2019-05-27,"{'h': 40.01113823123477, 'l': 15.46618136325481, 'v': 38.99494733143174}"
2019-05-28,"{'h': 39.683959170694095, 'l': 15.691141051739063, 'v': 38.988209890232085}"
2019-05-29,"{'h': 39.34045591888429, 'l': 15.92798907969514, 'v': 38.45000175340144}"
2019-05-30,"{'h': 38.97904961528948, 'l': 16.18055529150253, 'v': 38.457407359470885}"
2019-05-31,"{'h': 38.58937199992332, 'l': 16.452680374049642, 'v': 37.48392471918837}"
2019-06-01,"{'h': 38.13422829268023, 'l': 16.781675650021405, 'v': 38.077646119826504}"
2019-06-02,"{'h': 37.76896357697947, 'l': 17.04509692538237, 'v': 38.57409374637944}"
2019-06-03,"{'h': 37.57536540658944, 'l': 17.17775928565943, 'v': 38.1057089654355}"
2019-06-04,"{'h': 37.32087526605547, 'l': 17.345239499304867, 'v': 35.241646508814114}"
2019-06-05,"{'h': 37.083088703180586, 'l': 17.497848336818123, 'v': 34.38534653682074}"
2019-06-06,"{'h': 36.839108605327866, 'l': 17.654093939598077, 'v': 33.93565252740429}"
2019-06-07,"{'h': 36.6873505414973, 'l': 17.74739802372236, 'v': 34.29897041403572}"
2019-06-08,"{'h': 36.67052621218543, 'l': 17.756094697148548, 'v': 34.237929963673885}"
2019-06-09,"{'h': 36.671808977966066, 'l': 17.755500010552726, 'v': 33.69930721397414}"
2019-06-10,"{'h': 36.678094118331245, 'l': 17.752667333070256, 'v': 33.63329866646857}"
2019-06-11,"{'h': 36.71127484736747, 'l': 17.739665532203112, 'v': 33.650190641516375}"
2019-06-12,"{'h': 36.75208152085214, 'l': 17.723725333675297, 'v': 33.89490617532279}"
2019-06-13,"{'h': 36.830513807143575, 'l': 17.705419611579785, 'v': 34.095846214115845}"
2019-06-14,"{'h': 36.91434637891725, 'l': 17.68353349182219, 'v': 34.471946782540606}"
2019-06-15,"{'h': 37.03244972670947, 'l': 17.653087763704235, 'v': 35.79315862230237}"
2019-06-16,"{'h': 37.16872823718065, 'l': 17.596804288083895, 'v': 37.22267746599911}"
2019-06-17,"{'h': 37.302947231759866, 'l': 17.53681484732227, 'v': 37.54536591444373}"
2019-06-18,"{'h': 37.436567312508096, 'l': 17.48545879065491, 'v': 37.13532709838986}"
2019-06-19,"{'h': 37.570787171063344, 'l': 17.435711716619096, 'v': 37.162063547359246}"
2019-06-20,"{'h': 37.71920953243139, 'l': 17.37599504777884, 'v': 37.896851520737066}"
2019-06-21,"{'h': 37.92177894996822, 'l': 17.293903284530586, 'v': 39.65193744928437}"
2019-06-22,"{'h': 38.241689841542, 'l': 17.136931555320505, 'v': 43.429352517838254}"
2019-06-23,"{'h': 38.57699637664612, 'l': 16.979884104187015, 'v': 44.018275950334306}"
2019-06-24,"{'h': 38.914075059491864, 'l': 16.827097322081467, 'v': 44.29638833983657}"
2019-06-25,"{'h': 39.302420856524364, 'l': 16.66644574257291, 'v': 46.051737344046074}"
2019-06-26,"{'h': 39.911063759108025, 'l': 16.34337475938981, 'v': 51.755997101388}"
2019-06-27,"{'h': 40.3628595651789, 'l': 16.138857213170652, 'v': 48.480843754576526}"
2019-06-28,"{'h': 40.765110364846834, 'l': 15.974440983154025, 'v': 47.50097352612687}"
2019-06-29,"{'h': 41.16114547344798, 'l': 15.82439845107425, 'v': 47.68575207259923}"
2019-06-30,"{'h': 41.50704209501386, 'l': 15.710722003949948, 'v': 46.48648555148844}"
2019-07-01,"{'h': 41.74901177355553, 'l': 15.671230518478255, 'v': 43.290237617849186}"
2019-07-02,"{'h': 41.937483933784236, 'l': 15.675484885336884, 'v': 41.52144273778261}"
2019-07-03,"{'h': 42.21352762468228, 'l': 15.630971171441795, 'v': 45.01363042042465}"
2019-07-04,"{'h': 42.52764055491828, 'l': 15.560882496269663, 'v': 46.45385542168159}"
2019-07-05,"{'h': 42.7676206845029, 'l': 15.533290398600135, 'v': 43.98451058741029}"
2019-07-06,"{'h': 43.02220919210318, 'l': 15.487026328669055, 'v': 44.56223437716702}"
2019-07-07,"{'h': 43.26610345627371, 'l': 15.433734422625047, 'v': 44.22793555065706}"
2019-07-08,"{'h': 43.548270313544606, 'l': 15.347200541287824, 'v': 45.78070856357101}"
2019-07-09,"{'h': 43.892413980183534, 'l': 15.21731046311482, 'v': 48.07884809900496}"
2019-07-10,"{'h': 44.233700851894596, 'l': 15.09958377378815, 'v': 48.207126299212966}"
2019-07-11,"{'h': 44.459063723206235, 'l': 15.050545180971339, 'v': 44.22105706530595}"
2019-07-12,"{'h': 44.66689868488511, 'l': 15.004301970806676, 'v': 43.679805085742174}"
2019-07-13,"{'h': 44.853145041178976, 'l': 14.993946660145877, 'v': 42.832269157347675}"
2019-07-14,"{'h': 44.99151613107608, 'l': 15.009799645767751, 'v': 40.64446766366509}"
2019-07-15,"{'h': 45.09539548648399, 'l': 15.046020364481, 'v': 38.852615444472846}"
2019-07-16,"{'h': 45.19036473435683, 'l': 15.089310083612332, 'v': 38.42343993904786}"
2019-07-17,"{'h': 45.24225057403353, 'l': 15.133667177020655, 'v': 35.27041906459723}"
2019-07-18,"{'h': 45.307685181170505, 'l': 15.181022067406674, 'v': 36.459098325605794}"
2019-07-19,"{'h': 45.39538587988914, 'l': 15.224947486816736, 'v': 38.111889914919395}"
2019-07-20,"{'h': 45.491758993158186, 'l': 15.269653298955452, 'v': 38.78172937169262}"
2019-07-21,"{'h': 45.58259334726796, 'l': 15.311025221014727, 'v': 38.43860546131779}"
2019-07-22,"{'h': 45.665625696790244, 'l': 15.357070406745082, 'v': 38.01790746297783}"
2019-07-23,"{'h': 45.72939849066605, 'l': 15.412771356979695, 'v': 36.77089978940784}"
2019-07-24,"{'h': 45.777615359997256, 'l': 15.46903995293653, 'v': 35.52949064241944}"
2019-07-25,"{'h': 45.83593805166085, 'l': 15.522221205165435, 'v': 36.40110645348317}"
2019-07-26,"{'h': 45.88570529318547, 'l': 15.567216343709894, 'v': 35.63172387677497}"
2019-07-27,"{'h': 45.9316045714166, 'l': 15.615618459835899, 'v': 35.3645252791188}"
2019-07-28,"{'h': 45.9675995199931, 'l': 15.6674820168723, 'v': 34.50423840801481}"
2019-07-29,"{'h': 45.99994630523403, 'l': 15.739913503818212, 'v': 34.634629529736046}"
2019-07-30,"{'h': 46.02441982210449, 'l': 15.830532069491621, 'v': 34.48182431599373}"
2019-07-31,"{'h': 46.05754717108819, 'l': 15.925687593500276, 'v': 35.550621532820536}"
2019-08-01,"{'h': 46.09693049417305, 'l': 16.026136564987652, 'v': 36.375010186685316}"
2019-08-02,"{'h': 46.151741935825, 'l': 16.12701965702455, 'v': 37.77375288273837}"
2019-08-03,"{'h': 46.2212549430044, 'l': 16.221877843378017, 'v': 38.82057061597876}"
2019-08-04,"{'h': 46.28869686666979, 'l': 16.323355428745494, 'v': 38.954626976714906}"
2019-08-05,"{'h': 46.40458787716655, 'l': 16.402200438481024, 'v': 41.80451630300419}"
2019-08-06,"{'h': 46.525923743201545, 'l': 16.480263019084983, 'v': 42.23763970050051}"
2019-08-07,"{'h': 46.64438371337195, 'l': 16.558536947672305, 'v': 42.1566481053828}"
2019-08-08,"{'h': 46.765755716974546, 'l': 16.64157355341881, 'v': 42.57874093142862}"
2019-08-09,"{'h': 46.883997785704594, 'l': 16.73342640893274, 'v': 42.73411453760094}"
2019-08-10,"{'h': 46.98602737329348, 'l': 16.83388384040752, 'v': 42.012947570599174}"
2019-08-11,"{'h': 47.07197761703352, 'l': 16.94119617064154, 'v': 41.20494287492275}"
2019-08-12,"{'h': 47.155437737648995, 'l': 17.050726139899396, 'v': 41.19578618208679}"
2019-08-13,"{'h': 47.22369003381145, 'l': 17.168589859487852, 'v': 40.4531424323247}"
2019-08-14,"{'h': 47.25683848850787, 'l': 17.296754894042493, 'v': 38.09276559003414}"
2019-08-15,"{'h': 47.268989891078796, 'l': 17.432212845844667, 'v': 36.57218280835565}"
2019-08-16,"{'h': 47.279039545788294, 'l': 17.581619339064204, 'v': 37.11140010052264}"
2019-08-17,"{'h': 47.28788627914261, 'l': 17.736100636909967, 'v': 37.335644997873686}"
2019-08-18,"{'h': 47.29663837909119, 'l': 17.888513860987107, 'v': 37.325784624105}"
2019-08-19,"{'h': 47.3180116892541, 'l': 18.03687255188199, 'v': 38.37732758378891}"
2019-08-20,"{'h': 47.345269096494896, 'l': 18.184743796231466, 'v': 38.96205143133223}"
2019-08-21,"{'h': 47.349364778638474, 'l': 18.33743293933, 'v': 37.197619866886726}"
2019-08-22,"{'h': 47.34328280764569, 'l': 18.49141389690145, 'v': 36.36139761796435}"
2019-08-23,"{'h': 47.340500089165246, 'l': 18.64858564396019, 'v': 36.949263939463684}"
2019-08-24,"{'h': 47.33350634236214, 'l': 18.80571498020602, 'v': 36.62944235095252}"
2019-08-25,"{'h': 47.31911489457099, 'l': 18.971233408818847, 'v': 36.43199572585149}"
2019-08-26,"{'h': 47.311492789609304, 'l': 19.138600924221205, 'v': 37.30272811889649}"
2019-08-27,"{'h': 47.304066985274105, 'l': 19.29502045588816, 'v': 36.85059905789676}"
2019-08-28,"{'h': 47.30255466809373, 'l': 19.431107205772527, 'v': 36.490881537961826}"
2019-08-29,"{'h': 47.28616574030137, 'l': 19.565831375293115, 'v': 34.8762872952154}"
2019-08-30,"{'h': 47.26600303579468, 'l': 19.70145682598795, 'v': 34.56592989014931}"
2019-08-31,"{'h': 47.24447085361379, 'l': 19.84059589852714, 'v': 34.69995589186774}"
2019-09-01,"{'h': 47.223625262257194, 'l': 19.97861049393004, 'v': 34.799394086011134}"
2019-09-02,"{'h': 47.20853674886226, 'l': 20.12264885263085, 'v': 35.89050397797068}"
2019-09-03,"{'h': 47.21137344522382, 'l': 20.268913078923653, 'v': 37.909630887436606}"
2019-09-04,"{'h': 47.21513255695812, 'l': 20.414310180590967, 'v': 38.04559605156387}"
2019-09-05,"{'h': 47.21624151772997, 'l': 20.56122323769587, 'v': 37.96189820959497}"
2019-09-06,"{'h': 47.226730529343165, 'l': 20.68948254168496, 'v': 38.03896820932956}"
2019-09-07,"{'h': 47.23451895910224, 'l': 20.802505876767988, 'v': 37.14516823423334}"
2019-09-08,"{'h': 47.24153830097705, 'l': 20.9156530265442, 'v': 37.144731471788084}"
2019-09-09,"{'h': 47.24350682809267, 'l': 21.028576775920293, 'v': 36.68065876718393}"
2019-09-10,"{'h': 47.243728392584266, 'l': 21.138380107938154, 'v': 36.40794556095677}"
2019-09-11,"{'h': 47.240595622905474, 'l': 21.24325535176348, 'v': 35.84665770767979}"
2019-09-12,"{'h': 47.240335821715654, 'l': 21.349639262341675, 'v': 36.31578137025186}"
2019-09-13,"{'h': 47.22985547461164, 'l': 21.481296676691287, 'v': 36.59841052533023}"
2019-09-14,"{'h': 47.218594829396146, 'l': 21.614117326730714, 'v': 36.65976896086315}"
2019-09-15,"{'h': 47.204581622387735, 'l': 21.74915945317518, 'v': 36.567825907029835}"
2019-09-16,"{'h': 47.18893787805543, 'l': 21.88260400928756, 'v': 36.38111738693992}"
2019-09-17,"{'h': 47.172207685920085, 'l': 22.015815579845977, 'v': 36.32904619922933}"
2019-09-18,"{'h': 47.152453257416546, 'l': 22.152761750993783, 'v': 36.29132131706182}"
2019-09-19,"{'h': 47.126531096876334, 'l': 22.28987054876677, 'v': 35.672602084588796}"
2019-09-20,"{'h': 47.09821657893335, 'l': 22.44174284385167, 'v': 36.40592651204791}"
2019-09-21,"{'h': 47.06844222432733, 'l': 22.588476251809933, 'v': 36.012557086592004}"
2019-09-22,"{'h': 47.040757119741244, 'l': 22.726333046814933, 'v': 35.78224117003681}"
2019-09-23,"{'h': 47.014359498850325, 'l': 22.855019918834913, 'v': 35.43027654293029}"
2019-09-24,"{'h': 46.98027537176984, 'l': 22.97417093231308, 'v': 33.78662770963067}"
2019-09-25,"{'h': 46.946544653000394, 'l': 23.056012546103766, 'v': 30.20369316840895}"
2019-09-26,"{'h': 46.91577101823633, 'l': 23.126202402941487, 'v': 29.348745427615974}"
2019-09-27,"{'h': 46.88684090452311, 'l': 23.188379055012003, 'v': 28.558295669090203}"
2019-09-28,"{'h': 46.85458713917066, 'l': 23.258125032044134, 'v': 28.87980666353729}"
2019-09-29,"{'h': 46.8236401686741, 'l': 23.323764237063656, 'v': 28.604623969407392}"
2019-09-30,"{'h': 46.791815881825485, 'l': 23.390717133498182, 'v': 28.596441273253017}"
2019-10-01,"{'h': 46.75689681232566, 'l': 23.46831662471724, 'v': 29.54294638572376}"
2019-10-02,"{'h': 46.729655468347346, 'l': 23.529326760025512, 'v': 29.216095998805525}"
2019-10-03,"{'h': 46.702599793740156, 'l': 23.58858474054542, 'v': 28.98897289993129}"
2019-10-04,"{'h': 46.678120686367684, 'l': 23.640832300817358, 'v': 28.570951158611134}"
2019-10-05,"{'h': 46.65430529116603, 'l': 23.691103830922295, 'v': 28.437752264601478}"
2019-10-06,"{'h': 46.633953629359695, 'l': 23.733210811942257, 'v': 28.03631361992008}"
2019-10-07,"{'h': 46.61244636776244, 'l': 23.777974872454458, 'v': 28.20694858772856}"
2019-10-08,"{'h': 46.58506212966037, 'l': 23.835917484460765, 'v': 28.77569415169836}"
2019-10-09,"{'h': 46.55485162761093, 'l': 23.900986018448037, 'v': 29.205724509801925}"
2019-10-10,"{'h': 46.519780464659036, 'l': 23.979069547222366, 'v': 29.958319081401147}"
2019-10-11,"{'h': 46.48558693040195, 'l': 24.051244648871975, 'v': 29.285866001726518}"
2019-10-12,"{'h': 46.44995459377691, 'l': 24.124651447997323, 'v': 29.09142948566665}"
2019-10-13,"{'h': 46.417981364579646, 'l': 24.192227894055026, 'v': 29.29082657369392}"
2019-10-14,"{'h': 46.387402724167, 'l': 24.256314475248562, 'v': 29.156686206662837}"
2019-10-15,"{'h': 46.36122550491626, 'l': 24.311519054813854, 'v': 29.03883792960976}"
2019-10-16,"{'h': 46.34212196602138, 'l': 24.350662262339057, 'v': 28.34281343526832}"
2019-10-17,"{'h': 46.32266622110868, 'l': 24.389965369996112, 'v': 28.216278072403853}"
2019-10-18,"{'h': 46.30899506344411, 'l': 24.41768705212298, 'v': 27.99326004618806}"
2019-10-19,"{'h': 46.31983868966691, 'l': 24.391665800937748, 'v': 27.948604411247842}"
2019-10-20,"{'h': 46.337395378240984, 'l': 24.337266839387794, 'v': 28.142229199396027}"
2019-10-21,"{'h': 46.34859722152798, 'l': 24.301222685013613, 'v': 28.853309966320428}"
2019-10-22,"{'h': 46.35989665393207, 'l': 24.264715601598294, 'v': 28.825930687064616}"
2019-10-23,"{'h': 46.38341178371055, 'l': 24.198343147684874, 'v': 27.354226694374546}"
2019-10-24,"{'h': 46.418876389200975, 'l': 24.102775588480597, 'v': 26.207062196177528}"
2019-10-25,"{'h': 46.44054905905134, 'l': 24.031483522471724, 'v': 27.53025630746767}"
2019-10-26,"{'h': 46.439970943315316, 'l': 24.040472085066384, 'v': 32.47310062231746}"
2019-10-27,"{'h': 46.43908857592295, 'l': 24.05599738901134, 'v': 32.839798441585735}"
2019-10-28,"{'h': 46.43445458095797, 'l': 24.091416271295692, 'v': 33.15753227176921}"
2019-10-29,"{'h': 46.42472079201352, 'l': 24.138234208802512, 'v': 32.87278265466716}"
2019-10-30,"{'h': 46.41067690740466, 'l': 24.189749782994575, 'v': 32.29761913802902}"
2019-10-31,"{'h': 46.3960488844418, 'l': 24.241686590963027, 'v': 32.22669208082749}"
2019-11-01,"{'h': 46.38280241056781, 'l': 24.29012409431575, 'v': 32.23986402539728}"
2019-11-02,"{'h': 46.36620830205584, 'l': 24.350272492836126, 'v': 32.6676148133282}"
2019-11-03,"{'h': 46.35237404310293, 'l': 24.40179720107845, 'v': 32.48704285814186}"
2019-11-04,"{'h': 46.337344797401634, 'l': 24.45801971986399, 'v': 32.708777218081245}"
