Date,o
2021-05-28,"{'h': 23.724852608811418, 'l': 9.23017652889309, 'v': 6.91796659228401}"
2021-05-29,"{'h': 23.80747885707212, 'l': 9.086633606242899, 'v': 6.637057632140139}"
2021-05-30,"{'h': 23.888297312163086, 'l': 8.943742896904215, 'v': 6.645771476244364}"
2021-05-31,"{'h': 23.965507135805147, 'l': 8.803420189772199, 'v': 6.759022254636988}"
2021-06-01,"{'h': 24.03999112825157, 'l': 8.664285933453996, 'v': 6.829327102081426}"
2021-06-02,"{'h': 24.109600133660003, 'l': 8.533969042986733, 'v': 6.930922837001482}"
2021-06-03,"{'h': 24.17343025248227, 'l': 8.412187048806693, 'v': 7.136714038945917}"
2021-06-04,"{'h': 24.242085719284837, 'l': 8.279575474047903, 'v': 6.839436209059129}"
2021-06-05,"{'h': 24.312246456063278, 'l': 8.13890974109735, 'v': 6.712097211339813}"
2021-06-06,"{'h': 24.382843593552348, 'l': 7.990490148961282, 'v': 6.586872352606989}"
2021-06-07,"{'h': 24.451773575500184, 'l': 7.844280853422449, 'v': 6.561577111654387}"
2021-06-08,"{'h': 24.528443128122504, 'l': 7.681496065372478, 'v': 6.006716921671211}"
2021-06-09,"{'h': 24.595946874452366, 'l': 7.529617920470271, 'v': 6.354036318069902}"
2021-06-10,"{'h': 24.6554370304128, 'l': 7.392824861208297, 'v': 6.730428365162367}"
2021-06-11,"{'h': 24.713304412884533, 'l': 7.25761851920524, 'v': 6.720792618702484}"
2021-06-12,"{'h': 24.773154492873015, 'l': 7.115597574499027, 'v': 6.464906826162835}"
2021-06-13,"{'h': 24.828896251097415, 'l': 6.977292814345866, 'v': 6.579546543203584}"
2021-06-14,"{'h': 24.876028016586538, 'l': 6.86734109662356, 'v': 7.1420227020145735}"
2021-06-15,"{'h': 24.920059436036006, 'l': 6.765057407763884, 'v': 7.267375051550184}"
2021-06-16,"{'h': 24.965292749864282, 'l': 6.658383933671836, 'v': 7.120834381005292}"
2021-06-17,"{'h': 25.0113305366687, 'l': 6.545278092986001, 'v': 6.988082584523603}"
2021-06-18,"{'h': 25.059444996770342, 'l': 6.420648743288769, 'v': 6.697821939195781}"
2021-06-19,"{'h': 25.109094474009026, 'l': 6.289363303880302, 'v': 6.4489841513535815}"
2021-06-20,"{'h': 25.160028986503207, 'l': 6.159223755999745, 'v': 6.315228010268982}"
2021-06-21,"{'h': 25.214489301019512, 'l': 6.01982170839401, 'v': 5.942963171795034}"
2021-06-22,"{'h': 25.270929932934582, 'l': 5.877891750298492, 'v': 5.725102178784628}"
2021-06-23,"{'h': 25.321881052289235, 'l': 5.746043601870303, 'v': 6.005824978920383}"
2021-06-24,"{'h': 25.371083167396087, 'l': 5.615199809823915, 'v': 6.010282140396702}"
2021-06-25,"{'h': 25.41984537863614, 'l': 5.483819491226603, 'v': 5.932506351368063}"
2021-06-26,"{'h': 25.472602138042507, 'l': 5.346702646453423, 'v': 5.577147770216023}"
2021-06-27,"{'h': 25.520903966489414, 'l': 5.221722389484668, 'v': 5.846886482319821}"
2021-06-28,"{'h': 25.564690093066393, 'l': 5.103663804582233, 'v': 6.08791899040192}"
2021-06-29,"{'h': 25.604804796085638, 'l': 4.994358423757159, 'v': 6.31387562263166}"
2021-06-30,"{'h': 25.64493276548101, 'l': 4.880690986091741, 'v': 6.196211519506243}"
2021-07-01,"{'h': 25.68574113034287, 'l': 4.760086490971288, 'v': 5.982370434003105}"
2021-07-02,"{'h': 25.726404653435576, 'l': 4.63840156324531, 'v': 5.889975357990555}"
2021-07-03,"{'h': 25.763558241813328, 'l': 4.5199725713859795, 'v': 6.033699265449298}"
2021-07-04,"{'h': 25.795708527383397, 'l': 4.403308693029578, 'v': 6.202784247216456}"
2021-07-05,"{'h': 25.81887190506277, 'l': 4.276037667357285, 'v': 5.990540561935147}"
2021-07-06,"{'h': 25.839649865357163, 'l': 4.150183168016575, 'v': 5.9967390398071725}"
2021-07-07,"{'h': 25.85655172603652, 'l': 4.02656447930134, 'v': 6.050851125931758}"
2021-07-08,"{'h': 25.875150042437106, 'l': 3.89805864096917, 'v': 5.754145160442134}"
2021-07-09,"{'h': 25.893356669384108, 'l': 3.772532260739989, 'v': 5.802524264435961}"
2021-07-10,"{'h': 25.91026705007212, 'l': 3.650762157562511, 'v': 5.895339210362906}"
2021-07-11,"{'h': 25.923365065854934, 'l': 3.530222995762091, 'v': 5.910363035734831}"
2021-07-12,"{'h': 25.93773812356355, 'l': 3.411326765583029, 'v': 5.89491745415134}"
2021-07-13,"{'h': 25.94897483369325, 'l': 3.290039289134689, 'v': 5.743692224149951}"
2021-07-14,"{'h': 25.951630242031342, 'l': 3.168428175431959, 'v': 5.675050565375484}"
2021-07-15,"{'h': 25.939750005090623, 'l': 3.048437388717119, 'v': 5.593204209921269}"
2021-07-16,"{'h': 25.928352292470855, 'l': 2.928595429556528, 'v': 5.529293475735006}"
2021-07-17,"{'h': 25.918390673107037, 'l': 2.809250476363122, 'v': 5.493034115949382}"
2021-07-18,"{'h': 25.895172173035412, 'l': 2.694769067579505, 'v': 5.526123820184036}"
2021-07-19,"{'h': 25.866397839596555, 'l': 2.581387378284201, 'v': 5.422452981540577}"
2021-07-20,"{'h': 25.839325551288415, 'l': 2.464849337675634, 'v': 5.19074053805935}"
2021-07-21,"{'h': 25.797471173237774, 'l': 2.358316378231963, 'v': 5.42031307941695}"
2021-07-22,"{'h': 25.725353698201864, 'l': 2.267784634483735, 'v': 5.572933372807438}"
2021-07-23,"{'h': 25.6713178839418, 'l': 2.171668502996073, 'v': 5.628944281064165}"
2021-07-24,"{'h': 25.613325673799935, 'l': 2.081798363098212, 'v': 5.857688712711189}"
2021-07-25,"{'h': 25.526550800389344, 'l': 2.006835827500923, 'v': 5.935028635955242}"
2021-07-26,"{'h': 25.40672669096584, 'l': 1.958981487243683, 'v': 6.600791475788606}"
2021-07-27,"{'h': 25.27282140532232, 'l': 1.9184122072319432, 'v': 6.480321974188385}"
2021-07-28,"{'h': 25.131862661517843, 'l': 1.887765094464089, 'v': 6.844574995594872}"
2021-07-29,"{'h': 25.003978004924832, 'l': 1.851003958598651, 'v': 6.841271917342912}"
2021-07-30,"{'h': 24.937889847553336, 'l': 1.78517857990673, 'v': 6.804601004123813}"
2021-07-31,"{'h': 24.862365065019915, 'l': 1.728632636354495, 'v': 7.140696388103876}"
2021-08-01,"{'h': 24.787062708613462, 'l': 1.6723909474743142, 'v': 7.104246265182839}"
2021-08-02,"{'h': 24.67136887200287, 'l': 1.6320389003374771, 'v': 6.781170612405991}"
2021-08-03,"{'h': 24.569221701939878, 'l': 1.583291492807916, 'v': 6.587237728605557}"
2021-08-04,"{'h': 24.474266831645714, 'l': 1.5326619384217461, 'v': 6.6345962870847295}"
2021-08-05,"{'h': 24.391849164628162, 'l': 1.478812681205019, 'v': 6.756891573440893}"
2021-08-06,"{'h': 24.30336856619202, 'l': 1.432691862030742, 'v': 7.072133257341742}"
2021-08-07,"{'h': 24.203992460746036, 'l': 1.397027434512047, 'v': 7.429153474437413}"
2021-08-08,"{'h': 24.124818986966943, 'l': 1.3544924108062801, 'v': 7.542178868547874}"
2021-08-09,"{'h': 24.065503651023533, 'l': 1.306075059371933, 'v': 7.613943322286471}"
2021-08-10,"{'h': 24.013677007438673, 'l': 1.257381050419129, 'v': 7.72328007283299}"
2021-08-11,"{'h': 23.958558941583547, 'l': 1.211275093321401, 'v': 7.802224622098158}"
2021-08-12,"{'h': 23.905439538634624, 'l': 1.162522776441445, 'v': 7.587744088694934}"
2021-08-13,"{'h': 23.842638601528353, 'l': 1.120145834716197, 'v': 7.800587313546395}"
2021-08-14,"{'h': 23.788902278628797, 'l': 1.077251574823785, 'v': 7.944315643971711}"
2021-08-15,"{'h': 23.743646552032317, 'l': 1.031242427211751, 'v': 7.823580107449581}"
2021-08-16,"{'h': 23.69499652248563, 'l': 0.9874540966855351, 'v': 7.891717812186137}"
2021-08-17,"{'h': 23.622813337409042, 'l': 0.9498705647579061, 'v': 7.719473930792673}"
2021-08-18,"{'h': 23.56599446577868, 'l': 0.9058456035586531, 'v': 7.578398314866226}"
2021-08-19,"{'h': 23.51422420932946, 'l': 0.8609423125323481, 'v': 7.579244714607918}"
2021-08-20,"{'h': 23.45984615019838, 'l': 0.822559066212955, 'v': 8.014417880175472}"
2021-08-21,"{'h': 23.398026877062897, 'l': 0.7892326157612161, 'v': 8.206981362031586}"
2021-08-22,"{'h': 23.323672622178194, 'l': 0.7605395949109071, 'v': 8.166511220364114}"
2021-08-23,"{'h': 23.244623630900385, 'l': 0.736001914674639, 'v': 8.319282099096172}"
2021-08-24,"{'h': 23.168964130119473, 'l': 0.708794553720792, 'v': 8.145072254360345}"
2021-08-25,"{'h': 23.07686766421257, 'l': 0.687732467185139, 'v': 8.012274181830698}"
2021-08-26,"{'h': 22.997686932769927, 'l': 0.6600247803597661, 'v': 7.8573181150731735}"
2021-08-27,"{'h': 22.90068773216745, 'l': 0.641477492107906, 'v': 7.9151243677861745}"
2021-08-28,"{'h': 22.76109364583396, 'l': 0.6476777380162181, 'v': 8.099140389519057}"
2021-08-29,"{'h': 22.63916009107831, 'l': 0.644752610772352, 'v': 8.05780885834139}"
2021-08-30,"{'h': 22.520184808572886, 'l': 0.639972620425156, 'v': 7.953588000237602}"
2021-08-31,"{'h': 22.391202419142267, 'l': 0.6398165883057021, 'v': 7.811258146753282}"
2021-09-01,"{'h': 22.271281466579644, 'l': 0.6361289901628381, 'v': 7.854045341356044}"
2021-09-02,"{'h': 22.142800867849736, 'l': 0.6410445179580311, 'v': 8.155120263141292}"
2021-09-03,"{'h': 22.021471362538797, 'l': 0.6429200693791141, 'v': 8.15353892088482}"
2021-09-04,"{'h': 21.890763080719132, 'l': 0.650335422777054, 'v': 8.120822746851513}"
2021-09-05,"{'h': 21.739992566120087, 'l': 0.670339916616415, 'v': 8.153007516913467}"
2021-09-06,"{'h': 21.584832574251934, 'l': 0.6959545524030321, 'v': 8.354962921367724}"
2021-09-07,"{'h': 21.420058216484357, 'l': 0.7249601933840151, 'v': 8.027514599826766}"
2021-09-08,"{'h': 21.234801139607647, 'l': 0.7604245942397131, 'v': 7.336912366861891}"
2021-09-09,"{'h': 21.04469143287305, 'l': 0.800211228072589, 'v': 7.335960677857358}"
2021-09-10,"{'h': 20.878585932182144, 'l': 0.825459137944601, 'v': 7.265847002340648}"
2021-09-11,"{'h': 20.76796886399609, 'l': 0.818795088990919, 'v': 7.174668051418152}"
2021-09-12,"{'h': 20.65048075916392, 'l': 0.816942097336641, 'v': 7.205698864679719}"
2021-09-13,"{'h': 20.53331430641294, 'l': 0.814332583974534, 'v': 7.079287192620797}"
2021-09-14,"{'h': 20.44244440401885, 'l': 0.8011042248294761, 'v': 7.277688379064275}"
2021-09-15,"{'h': 20.347852068290102, 'l': 0.7928340867557091, 'v': 7.508784220961938}"
2021-09-16,"{'h': 20.269396830111155, 'l': 0.7780619665790861, 'v': 7.552690707449993}"
2021-09-17,"{'h': 20.173214540155087, 'l': 0.771669496363358, 'v': 7.497176630419012}"
2021-09-18,"{'h': 20.071652728775945, 'l': 0.769619252885494, 'v': 7.58917810551228}"
2021-09-19,"{'h': 19.958756262809423, 'l': 0.7733550858096241, 'v': 7.505424540329302}"
2021-09-20,"{'h': 19.85527785147288, 'l': 0.7676422848890491, 'v': 7.020960044492618}"
2021-09-21,"{'h': 19.765876430030993, 'l': 0.7513786808734201, 'v': 6.650106904273245}"
2021-09-22,"{'h': 19.672732904241183, 'l': 0.7377133149910151, 'v': 6.656407432583347}"
2021-09-23,"{'h': 19.565517670802066, 'l': 0.7344954329332171, 'v': 6.878779801570915}"
2021-09-24,"{'h': 19.45221296157247, 'l': 0.7333932656457981, 'v': 6.702707902361034}"
2021-09-25,"{'h': 19.313654624451445, 'l': 0.746295344619126, 'v': 6.587519099187637}"
2021-09-26,"{'h': 19.165110820572174, 'l': 0.766291516087761, 'v': 6.599624861451977}"
2021-09-27,"{'h': 19.009803598925323, 'l': 0.7925173644576581, 'v': 6.697794206099704}"
2021-09-28,"{'h': 18.853906441907732, 'l': 0.8174790713037101, 'v': 6.45144318071107}"
2021-09-29,"{'h': 18.679370329617374, 'l': 0.8551888989746631, 'v': 6.436874477216565}"
2021-09-30,"{'h': 18.48467264216065, 'l': 0.9097852638866111, 'v': 6.663971707586061}"
2021-10-01,"{'h': 18.31800388379012, 'l': 0.9521755246484511, 'v': 7.125774069078634}"
2021-10-02,"{'h': 18.169445143088282, 'l': 0.9867888516905231, 'v': 7.38046698533806}"
2021-10-03,"{'h': 18.01149914190522, 'l': 1.028393930503172, 'v': 7.394612729448609}"
2021-10-04,"{'h': 17.83309300420929, 'l': 1.084414943078551, 'v': 7.40839410805988}"
2021-10-05,"{'h': 17.657227011019998, 'l': 1.142806733269823, 'v': 7.701340601197267}"
2021-10-06,"{'h': 17.47858532934069, 'l': 1.208273399266003, 'v': 8.132580076073012}"
2021-10-07,"{'h': 17.313661215433164, 'l': 1.267782072202889, 'v': 8.346440107709741}"
2021-10-08,"{'h': 17.152243009912105, 'l': 1.3259325753504752, 'v': 8.33695293639974}"
2021-10-09,"{'h': 17.010046406635134, 'l': 1.372893677953262, 'v': 8.359319249911854}"
2021-10-10,"{'h': 16.863470374397956, 'l': 1.4239695424957381, 'v': 8.41244835389545}"
2021-10-11,"{'h': 16.745223762346, 'l': 1.460163195024114, 'v': 8.634923644002077}"
2021-10-12,"{'h': 16.617913735914854, 'l': 1.502338372450784, 'v': 8.607238465382895}"
2021-10-13,"{'h': 16.474042826108434, 'l': 1.555177836019384, 'v': 8.542145513351896}"
2021-10-14,"{'h': 16.327084152591663, 'l': 1.612998051329699, 'v': 8.790162002761077}"
2021-10-15,"{'h': 16.17000464238232, 'l': 1.681235437038689, 'v': 9.134649494390429}"
2021-10-16,"{'h': 15.99759569205672, 'l': 1.762623930969293, 'v': 9.357593241025176}"
2021-10-17,"{'h': 15.819467396116048, 'l': 1.848353000464358, 'v': 9.27117063151518}"
2021-10-18,"{'h': 15.635296407627502, 'l': 1.94062319824682, 'v': 9.41713141625776}"
2021-10-19,"{'h': 15.454638699900745, 'l': 2.032825937320599, 'v': 9.571051884570743}"
2021-10-20,"{'h': 15.285861536748083, 'l': 2.120540469081159, 'v': 9.928136144101432}"
2021-10-21,"{'h': 15.12840924830612, 'l': 2.200596326377629, 'v': 9.818566544053906}"
2021-10-22,"{'h': 14.959959768213157, 'l': 2.286689670736835, 'v': 9.47152779263587}"
2021-10-23,"{'h': 14.792790578840044, 'l': 2.37166519131409, 'v': 9.304457262292841}"
2021-10-24,"{'h': 14.637847746650486, 'l': 2.44866448606582, 'v': 9.242730471974275}"
2021-10-25,"{'h': 14.487588046736299, 'l': 2.52558258335268, 'v': 9.533404706155203}"
2021-10-26,"{'h': 14.328654795446138, 'l': 2.609185369673025, 'v': 9.486574957180508}"
2021-10-27,"{'h': 14.153940927547211, 'l': 2.701786732386259, 'v': 9.057432186937055}"
2021-10-28,"{'h': 13.977207116029348, 'l': 2.7975863346913323, 'v': 9.123982120352151}"
2021-10-29,"{'h': 13.794838326713244, 'l': 2.900268815057891, 'v': 9.318351872599225}"
2021-10-30,"{'h': 13.593846847677089, 'l': 3.017797165158762, 'v': 9.274668396982133}"
2021-10-31,"{'h': 13.381094843948262, 'l': 3.144970275476044, 'v': 9.172192258838665}"
2021-11-01,"{'h': 13.17744061404603, 'l': 3.266973535819279, 'v': 9.182124742489027}"
2021-11-02,"{'h': 12.98740098055331, 'l': 3.381431163074676, 'v': 9.338328614093431}"
2021-11-03,"{'h': 12.807335868405177, 'l': 3.489816265548951, 'v': 9.34191579359631}"
2021-11-04,"{'h': 12.677031248410657, 'l': 3.561039337287084, 'v': 9.109532850306058}"
2021-11-05,"{'h': 12.540254438448276, 'l': 3.637346219440762, 'v': 9.04885447753533}"
2021-11-06,"{'h': 12.411386860777373, 'l': 3.708086551763813, 'v': 8.946618868288082}"
2021-11-07,"{'h': 12.284387152436363, 'l': 3.779386817126141, 'v': 9.089878847121046}"
2021-11-08,"{'h': 12.177529939858253, 'l': 3.84049305516556, 'v': 9.597362850020145}"
2021-11-09,"{'h': 12.104420323893269, 'l': 3.88003087310846, 'v': 9.79518597027334}"
2021-11-10,"{'h': 12.031401660382727, 'l': 3.919061935211291, 'v': 9.650513688271042}"
2021-11-11,"{'h': 11.963141748294166, 'l': 3.9537435879287632, 'v': 9.376970861092204}"
2021-11-12,"{'h': 11.867905945888104, 'l': 4.006439993694416, 'v': 9.270305068014842}"
2021-11-13,"{'h': 11.758885648431825, 'l': 4.069387428935867, 'v': 9.249776342322075}"
2021-11-14,"{'h': 11.65111876995291, 'l': 4.132758644145689, 'v': 9.3472439330688}"
2021-11-15,"{'h': 11.551321705189636, 'l': 4.191766974840787, 'v': 9.46262610231066}"
2021-11-16,"{'h': 11.447098706969454, 'l': 4.25047448706731, 'v': 8.841037800664097}"
2021-11-17,"{'h': 11.321955152994219, 'l': 4.324181655224514, 'v': 8.693789105181157}"
2021-11-18,"{'h': 11.203113307195741, 'l': 4.39314363310023, 'v': 8.565845506105378}"
2021-11-19,"{'h': 11.071199777498931, 'l': 4.471169377055979, 'v': 8.35548499033724}"
2021-11-20,"{'h': 10.965896573726546, 'l': 4.5318557426966475, 'v': 8.55988264804875}"
2021-11-21,"{'h': 10.858405341637939, 'l': 4.594655950807443, 'v': 8.52714448377869}"
2021-11-22,"{'h': 10.74566386712716, 'l': 4.659944958319584, 'v': 8.237812741709162}"
2021-11-23,"{'h': 10.639583366282656, 'l': 4.720755166310298, 'v': 8.193924284181122}"
2021-11-24,"{'h': 10.518572414577243, 'l': 4.793421221939726, 'v': 8.166310275439383}"
2021-11-25,"{'h': 10.402410359350135, 'l': 4.864815866596619, 'v': 8.3555711325809}"
2021-11-26,"{'h': 10.283316284149837, 'l': 4.9363391600215145, 'v': 7.9691040522104135}"
2021-11-27,"{'h': 10.18076274632163, 'l': 4.994494111797422, 'v': 7.761732227341815}"
2021-11-28,"{'h': 10.080123680302648, 'l': 5.05180533044846, 'v': 7.737713525636534}"
2021-11-29,"{'h': 10.02906131492098, 'l': 5.077274940328045, 'v': 8.145195471655681}"
2021-11-30,"{'h': 9.97422758989328, 'l': 5.105093331449643, 'v': 8.073562276105898}"
