Date,SMA_20
2019-12-04,7632.1140
2019-12-05,7577.9775
2019-12-06,7529.8000
2019-12-07,7479.0905
2019-12-08,7445.2375
2019-12-09,7405.4875
2019-12-10,7361.7935
2019-12-11,7340.9065
2019-12-12,7337.3990
2019-12-13,7334.7445
2019-12-14,7342.7830
2019-12-15,7343.2340
2019-12-16,7330.0130
2019-12-17,7285.7780
2019-12-18,7278.6950
2019-12-19,7249.2260
2019-12-20,7231.5230
2019-12-21,7218.6160
2019-12-22,7228.9740
2019-12-23,7230.1930
2019-12-24,7233.2655
2019-12-25,7224.0470
2019-12-26,7207.7735
2019-12-27,7196.1000
2019-12-28,7186.4015
2019-12-29,7188.8815
2019-12-30,7189.9750
2019-12-31,7189.2365
2020-01-01,7189.3750
2020-01-02,7174.7365
2020-01-03,7188.7820
2020-01-04,7200.5580
2020-01-05,7223.9095
2020-01-06,7280.6185
2020-01-07,7323.9910
2020-01-08,7369.2750
2020-01-09,7400.7715
2020-01-10,7453.9850
2020-01-11,7479.9135
2020-01-12,7523.3080
2020-01-13,7566.0365
2020-01-14,7646.3055
2020-01-15,7727.2760
2020-01-16,7800.5395
2020-01-17,7880.3965
2020-01-18,7956.7825
2020-01-19,8029.5675
2020-01-20,8101.9235
2020-01-21,8178.6825
2020-01-22,8264.5150
2020-01-23,8317.4930
2020-01-24,8371.7375
2020-01-25,8420.8290
2020-01-26,8463.6790
2020-01-27,8501.7935
2020-01-28,8567.7050
2020-01-29,8641.8935
2020-01-30,8707.7030
2020-01-31,8774.3470
2020-02-01,8834.3285
2020-02-02,8895.3870
2020-02-03,8919.4985
2020-02-04,8938.2790
2020-02-05,8982.8805
2020-02-06,9025.8165
2020-02-07,9070.7050
2020-02-08,9130.3725
2020-02-09,9205.8425
2020-02-10,9261.6325
2020-02-11,9338.6685
2020-02-12,9434.7655
2020-02-13,9524.2970
2020-02-14,9624.4860
2020-02-15,9688.9720
2020-02-16,9739.4570
2020-02-17,9756.0465
2020-02-18,9799.2055
2020-02-19,9803.2345
2020-02-20,9815.4110
2020-02-21,9830.0330
2020-02-22,9846.0005
2020-02-23,9878.2085
2020-02-24,9901.1640
2020-02-25,9886.3540
2020-02-26,9837.0165
2020-02-27,9787.4905
2020-02-28,9727.3835
2020-02-29,9645.9765
2020-03-01,9579.9790
2020-03-02,9514.5870
2020-03-03,9436.2675
2020-03-04,9362.3295
2020-03-05,9297.8455
2020-03-06,9259.2035
2020-03-07,9207.6730
2020-03-08,9124.0385
2020-03-09,9012.2965
2020-03-10,8927.3350
2020-03-11,8844.2400
2020-03-12,8600.3875
2020-03-13,8396.7745
2020-03-14,8158.5575
2020-03-15,7943.8160
2020-03-16,7729.4725
2020-03-17,7555.8420
2020-03-18,7384.3335
2020-03-19,7257.8065
2020-03-20,7142.0440
2020-03-21,7024.7990
2020-03-22,6869.8465
2020-03-23,6755.2085
2020-03-24,6654.9010
2020-03-25,6536.0385
2020-03-26,6416.3125
2020-03-27,6289.9350
2020-03-28,6200.1020
2020-03-29,6097.6795
2020-03-30,6022.6705
2020-03-31,5946.4665
2020-04-01,6038.6125
2020-04-02,6099.3870
2020-04-03,6177.4890
2020-04-04,6252.2735
2020-04-05,6339.4640
2020-04-06,6440.3270
2020-04-07,6530.5410
2020-04-08,6590.4865
2020-04-09,6644.2455
2020-04-10,6677.8425
2020-04-11,6730.8745
2020-04-12,6752.6985
2020-04-13,6757.3580
2020-04-14,6766.9215
2020-04-15,6761.1155
2020-04-16,6798.2570
2020-04-17,6837.8020
2020-04-18,6906.1610
2020-04-19,6942.4790
2020-04-20,6963.2985
2020-04-21,6973.2210
2020-04-22,6989.7735
2020-04-23,7027.1880
2020-04-24,7059.5885
2020-04-25,7097.8830
2020-04-26,7116.0430
2020-04-27,7144.9080
2020-04-28,7163.7930
2020-04-29,7238.5445
2020-04-30,7326.5985
2020-05-01,7424.1050
2020-05-02,7527.5180
2020-05-03,7630.3305
2020-05-04,7730.4935
2020-05-05,7850.5230
2020-05-06,7952.5720
2020-05-07,8100.5145
2020-05-08,8228.0850
2020-05-09,8349.0180
2020-05-10,8443.8150
2020-05-11,8529.8225
2020-05-12,8614.1050
2020-05-13,8705.4540
2020-05-14,8819.8030
2020-05-15,8908.6905
2020-05-16,8993.0990
2020-05-17,9088.3700
2020-05-18,9188.1175
2020-05-19,9237.9655
2020-05-20,9282.5370
2020-05-21,9294.6215
2020-05-22,9304.5190
2020-05-23,9318.7685
2020-05-24,9311.1875
2020-05-25,9305.1135
2020-05-26,9290.0265
2020-05-27,9250.9100
2020-05-28,9239.7040
2020-05-29,9234.0875
2020-05-30,9282.8350
2020-05-31,9327.1725
2020-06-01,9396.6715
2020-06-02,9407.1050
2020-06-03,9400.8180
2020-06-04,9424.4500
2020-06-05,9436.4445
2020-06-06,9435.7575
2020-06-07,9436.4105
2020-06-08,9436.7345
2020-06-09,9449.7845
2020-06-10,9490.6020
2020-06-11,9496.1220
2020-06-12,9510.4210
2020-06-13,9548.0710
2020-06-14,9570.1585
2020-06-15,9599.4005
2020-06-16,9615.4765
2020-06-17,9609.9390
2020-06-18,9607.9015
2020-06-19,9588.5270
2020-06-20,9584.0610
2020-06-21,9538.7570
2020-06-22,9547.1395
2020-06-23,9545.0720
2020-06-24,9520.4435
2020-06-25,9501.8600
2020-06-26,9476.6555
2020-06-27,9439.9060
2020-06-28,9406.6230
2020-06-29,9377.6295
2020-06-30,9340.3070
2020-07-01,9337.8870
2020-07-02,9318.9575
2020-07-03,9298.2035
2020-07-04,9287.8715
2020-07-05,9270.0410
2020-07-06,9260.9715
2020-07-07,9250.5840
2020-07-08,9253.0710
2020-07-09,9249.1810
2020-07-10,9245.6505
2020-07-11,9242.6175
2020-07-12,9223.4705
2020-07-13,9204.3570
2020-07-14,9202.3250
2020-07-15,9199.7305
2020-07-16,9198.3060
2020-07-17,9205.4220
2020-07-18,9208.1185
2020-07-19,9208.9400
2020-07-20,9210.0515
2020-07-21,9217.9515
2020-07-22,9239.5325
2020-07-23,9266.7830
2020-07-24,9286.9000
2020-07-25,9318.4505
2020-07-26,9347.8175
2020-07-27,9436.4460
2020-07-28,9509.9565
2020-07-29,9603.3615
2020-07-30,9693.9250
2020-07-31,9798.9965
2020-08-01,9923.9175
2020-08-02,10015.3540
2020-08-03,10113.5520
2020-08-04,10213.2705
2020-08-05,10343.8300
2020-08-06,10474.2370
2020-08-07,10595.4345
2020-08-08,10723.0555
2020-08-09,10849.1005
2020-08-10,10974.2465
2020-08-11,11067.9425
2020-08-12,11165.9955
2020-08-13,11278.1055
2020-08-14,11381.1115
2020-08-15,11477.1545
2020-08-16,11521.2065
2020-08-17,11589.9495
2020-08-18,11632.1735
2020-08-19,11664.9225
2020-08-20,11690.8270
2020-08-21,11677.3355
2020-08-22,11706.9160
2020-08-23,11728.3320
2020-08-24,11756.1435
2020-08-25,11734.8190
2020-08-26,11719.7675
2020-08-27,11706.5750
2020-08-28,11694.8500
2020-08-29,11684.0580
2020-08-30,11674.9700
2020-08-31,11687.8415
2020-09-01,11705.7235
2020-09-02,11686.1505
2020-09-03,11605.1660
2020-09-04,11534.8585
2020-09-05,11447.6430
2020-09-06,11346.3965
2020-09-07,11267.8180
2020-09-08,11186.4210
2020-09-09,11104.7035
2020-09-10,11044.9800
2020-09-11,10981.2265
2020-09-12,10920.8660
2020-09-13,10850.0975
2020-09-14,10817.7650
2020-09-15,10783.9590
2020-09-16,10765.1405
2020-09-17,10735.7945
2020-09-18,10709.1720
2020-09-19,10677.6465
2020-09-20,10641.1850
2020-09-21,10565.9475
2020-09-22,10523.0010
2020-09-23,10528.0315
2020-09-24,10542.5350
2020-09-25,10568.5340
2020-09-26,10592.1540
2020-09-27,10612.1945
2020-09-28,10640.6680
2020-09-29,10671.7320
2020-09-30,10693.7180
2020-10-01,10705.2800
2020-10-02,10711.7540
2020-10-03,10722.2155
2020-10-04,10721.9585
2020-10-05,10722.3035
2020-10-06,10704.5860
2020-10-07,10690.9060
2020-10-08,10690.5150
2020-10-09,10689.0145
2020-10-10,10707.6615
2020-10-11,10755.2515
2020-10-12,10805.1835
2020-10-13,10864.1385
2020-10-14,10898.2170
2020-10-15,10939.1395
2020-10-16,10968.6755
2020-10-17,10997.9730
2020-10-18,11038.3240
2020-10-19,11083.8735
2020-10-20,11140.5435
2020-10-21,11248.6350
2020-10-22,11368.5410
2020-10-23,11487.5915
2020-10-24,11609.8465
2020-10-25,11721.6775
2020-10-26,11844.3040
2020-10-27,11992.7930
2020-10-28,12109.8345
2020-10-29,12230.0875
2020-10-30,12343.4315
2020-10-31,12464.5305
2020-11-01,12576.1930
2020-11-02,12682.6335
2020-11-03,12812.9155
2020-11-04,12944.8600
2020-11-05,13158.3950
2020-11-06,13369.3810
2020-11-07,13535.1390
2020-11-08,13721.3205
2020-11-09,13892.2415
2020-11-10,14018.0540
2020-11-11,14153.8400
2020-11-12,14322.2795
2020-11-13,14482.7280
2020-11-14,14634.8090
2020-11-15,14780.0495
2020-11-16,14933.9195
2020-11-17,15153.5685
2020-11-18,15369.5895
2020-11-19,15581.7255
2020-11-20,15824.9590
2020-11-21,16072.0740
2020-11-22,16315.3270
2020-11-23,16532.5505
2020-11-24,16783.3505
2020-11-25,16939.8050
2020-11-26,17018.2825
2020-11-27,17134.3435
2020-11-28,17246.5810
2020-11-29,17389.4100
2020-11-30,17609.3430
2020-12-01,17763.3790
2020-12-02,17908.9905
2020-12-03,18064.0505
2020-12-04,18193.0540
2020-12-05,18352.5870
2020-12-06,18484.8785
2020-12-07,18560.2545
2020-12-08,18587.6540
2020-12-09,18624.5770
2020-12-10,18604.5250
2020-12-11,18571.1615
2020-12-12,18590.8745
2020-12-13,18631.2240
2020-12-14,18636.8805
2020-12-15,18672.2465
2020-12-16,18881.5490
2020-12-17,19164.4310
2020-12-18,19433.8080
2020-12-19,19715.6390
2020-12-20,19903.6215
2020-12-21,20101.3590
2020-12-22,20331.6940
2020-12-23,20522.2370
2020-12-24,20776.1710
2020-12-25,21054.4115
2020-12-26,21411.1110
2020-12-27,21766.8490
2020-12-28,22204.6140
2020-12-29,22646.8000
2020-12-30,23177.8455
2020-12-31,23722.2005
2021-01-01,24248.3505
2021-01-02,24898.5175
2021-01-03,25584.8630
2021-01-04,26212.9770
2021-01-05,26843.6775
2021-01-06,27542.2875
2021-01-07,28358.5320
2021-01-08,29196.5920
2021-01-09,30028.2270
2021-01-10,30799.7425
2021-01-11,31379.4265
2021-01-12,31920.3505
2021-01-13,32602.4595
2021-01-14,33324.0610
2021-01-15,33836.5025
2021-01-16,34322.1685
2021-01-17,34759.6285
2021-01-18,35221.9420
2021-01-19,35572.7395
2021-01-20,35899.9695
2021-01-21,35975.8915
2021-01-22,36014.2335
2021-01-23,35968.1310
2021-01-24,35981.6905
2021-01-25,35896.9240
2021-01-26,35681.8445
2021-01-27,35228.5380
2021-01-28,34867.6405
2021-01-29,34575.8395
2021-01-30,34381.4825
2021-01-31,34265.9080
2021-02-01,34239.6645
2021-02-02,34144.4075
2021-02-03,34068.1260
2021-02-04,34077.8480
2021-02-05,34192.6110
2021-02-06,34360.5275
2021-02-07,34468.7485
2021-02-08,34992.9175
2021-02-09,35540.5270
2021-02-10,36238.3995
2021-02-11,36989.6165
2021-02-12,37750.0965
2021-02-13,38494.7860
2021-02-14,39310.9655
2021-02-15,40083.1320
2021-02-16,41021.4970
2021-02-17,41959.2395
2021-02-18,42824.2595
2021-02-19,43906.4155
2021-02-20,45043.8260
2021-02-21,46237.9360
2021-02-22,47169.0075
2021-02-23,47732.6140
2021-02-24,48369.5910
2021-02-25,48808.7655
2021-02-26,49163.2620
2021-02-27,49528.7990
2021-02-28,49466.8385
2021-03-01,49625.1690
2021-03-02,49806.8225
2021-03-03,49925.8155
2021-03-04,49980.1400
2021-03-05,50060.0410
2021-03-06,50075.2615
2021-03-07,50228.2940
2021-03-08,50390.3800
2021-03-09,50528.6195
2021-03-10,50743.5690
2021-03-11,50836.9270
2021-03-12,50905.9535
2021-03-13,51094.9445
2021-03-14,51338.9765
2021-03-15,51674.6865
2021-03-16,52035.9140
2021-03-17,52627.8760
2021-03-18,53196.4405
2021-03-19,53792.6195
2021-03-20,54440.9505
2021-03-21,54829.1770
2021-03-22,55111.3070
2021-03-23,55310.8830
2021-03-24,55507.3610
2021-03-25,55634.4645
2021-03-26,55941.6340
2021-03-27,56183.9035
2021-03-28,56354.0265
2021-03-29,56491.5750
2021-03-30,56636.3240
2021-03-31,56684.6935
2021-04-01,56759.6295
2021-04-02,56647.7105
2021-04-03,56551.8920
2021-04-04,56681.7325
2021-04-05,56793.1945
2021-04-06,56747.1035
2021-04-07,56662.3680
2021-04-08,56664.7435
2021-04-09,56666.7565
2021-04-10,56787.6350
2021-04-11,57083.5940
2021-04-12,57359.5495
2021-04-13,57923.1170
2021-04-14,58506.4045
2021-04-15,58913.1240
2021-04-16,59189.0070
2021-04-17,59400.4585
2021-04-18,59326.1855
2021-04-19,59170.5140
2021-04-20,59054.7365
2021-04-21,58808.0960
2021-04-22,58445.1435
2021-04-23,58148.8035
2021-04-24,57741.0950
2021-04-25,57237.9340
2021-04-26,57038.4460
2021-04-27,56991.3720
2021-04-28,56829.8070
2021-04-29,56600.4300
2021-04-30,56496.6870
2021-05-01,56386.5840
2021-05-02,56222.4945
2021-05-03,55902.2140
2021-05-04,55414.2380
2021-05-05,55128.0445
2021-05-06,54880.9885
2021-05-07,54746.3930
2021-05-08,54881.9950
2021-05-09,55012.3800
2021-05-10,54981.9370
2021-05-11,55126.0565
2021-05-12,55023.0745
2021-05-13,54950.3660
2021-05-14,54940.0465
2021-05-15,54824.8575
2021-05-16,54446.3630
2021-05-17,53872.6665
2021-05-18,53272.8445
2021-05-19,52429.5990
2021-05-20,51571.2175
2021-05-21,50543.7995
2021-05-22,49587.3755
2021-05-23,48461.6685
2021-05-24,47741.4825
2021-05-25,46785.9130
2021-05-26,45928.3245
2021-05-27,44989.0860
2021-05-28,43829.1580
2021-05-29,42647.3735
2021-05-30,41638.6300
2021-05-31,40667.8195
2021-06-01,40020.9080
2021-06-02,39415.7935
2021-06-03,38886.0605
2021-06-04,38389.3610
2021-06-05,37843.4460
2021-06-06,37456.3595
2021-06-07,36991.5100
2021-06-08,36826.0460
2021-06-09,36669.1165
2021-06-10,36640.3020
2021-06-11,36634.4145
2021-06-12,36678.9575
2021-06-13,36690.1715
2021-06-14,36799.7500
2021-06-15,36844.8565
2021-06-16,36835.8080
2021-06-17,36957.2820
2021-06-18,37018.0165
2021-06-19,37010.1390
2021-06-20,36927.4565
2021-06-21,36673.2485
2021-06-22,36420.2925
2021-06-23,36141.8565
2021-06-24,36033.5610
2021-06-25,35837.1235
2021-06-26,35661.4905
2021-06-27,35718.8680
2021-06-28,35774.5720
2021-06-29,35700.7560
2021-06-30,35619.2200
2021-07-01,35427.8555
2021-07-02,35339.8775
2021-07-03,35122.3055
2021-07-04,34860.8165
2021-07-05,34538.1215
2021-07-06,34331.6715
2021-07-07,34120.1290
2021-07-08,33972.9225
2021-07-09,33889.5270
2021-07-10,33784.6625
2021-07-11,33917.1655
2021-07-12,33946.0190
2021-07-13,33898.6040
2021-07-14,33806.4505
2021-07-15,33821.2280
2021-07-16,33776.2390
2021-07-17,33617.2255
2021-07-18,33481.4090
2021-07-19,33227.8050
2021-07-20,32965.0725
2021-07-21,32897.0635
2021-07-22,32822.1275
2021-07-23,32770.3755
2021-07-24,32718.9570
2021-07-25,32803.5010
2021-07-26,32954.3805
2021-07-27,33234.1680
2021-07-28,33591.3605
2021-07-29,33901.3940
2021-07-30,34336.5690
2021-07-31,34696.7110
2021-08-01,35034.6515
2021-08-02,35355.5540
2021-08-03,35624.9055
2021-08-04,36017.0645
2021-08-05,36490.9940
2021-08-06,37056.8340
2021-08-07,37696.5330
2021-08-08,38344.2690
2021-08-09,39167.4215
2021-08-10,39839.4455
2021-08-11,40500.6040
2021-08-12,41038.8495
2021-08-13,41715.9425
2021-08-14,42300.3170
2021-08-15,42787.1280
2021-08-16,43109.2990
2021-08-17,43343.1185
2021-08-18,43577.5590
2021-08-19,43805.2715
2021-08-20,44198.3035
2021-08-21,44647.1250
2021-08-22,45151.6950
2021-08-23,45715.7850
2021-08-24,46113.3265
2021-08-25,46518.8695
2021-08-26,46719.2195
2021-08-27,46944.0875
2021-08-28,47199.1365
2021-08-29,47324.8580
2021-08-30,47394.7540
2021-08-31,47474.2485
2021-09-01,47694.8245
2021-09-02,47767.1565
2021-09-03,47913.6880
2021-09-04,48060.7790
2021-09-05,48353.5585
2021-09-06,48751.9560
2021-09-07,48859.8780
2021-09-08,48824.2625
2021-09-09,48677.8960
2021-09-10,48479.3480
2021-09-11,48276.0715
2021-09-12,48102.8910
2021-09-13,47966.2270
2021-09-14,47873.1370
2021-09-15,47937.0140
2021-09-16,47870.4100
2021-09-17,47790.6415
2021-09-18,47766.8870
2021-09-19,47779.8290
2021-09-20,47575.5655
2021-09-21,47171.7585
2021-09-22,46886.6070
2021-09-23,46629.9130
2021-09-24,46274.6595
2021-09-25,45820.3475
2021-09-26,45345.1975
2021-09-27,45109.3785
2021-09-28,44858.2900
2021-09-29,44614.7470
2021-09-30,44563.4065
2021-10-01,44711.8025
2021-10-02,44792.2855
2021-10-03,44955.2495
2021-10-04,45060.9205
2021-10-05,45228.4495
2021-10-06,45607.3085
2021-10-07,45931.5705
2021-10-08,46214.5050
2021-10-09,46599.9035
2021-10-10,47182.0725
2021-10-11,48018.9210
2021-10-12,48641.5870
2021-10-13,49266.6740
2021-10-14,49993.5425
2021-10-15,50943.6315
2021-10-16,51829.3650
2021-10-17,52798.4140
2021-10-18,53847.5790
2021-10-19,54985.3945
2021-10-20,56094.2600
2021-10-21,56796.8370
2021-10-22,57449.5030
2021-10-23,58103.8400
2021-10-24,58685.2040
2021-10-25,59265.5435
2021-10-26,59516.2340
2021-10-27,59747.6450
2021-10-28,60078.8680
2021-10-29,60444.0675
2021-10-30,60804.0770
2021-10-31,60995.4995
2021-11-01,61241.2085
2021-11-02,61533.8580
2021-11-03,61811.2850
2021-11-04,61797.4145
2021-11-05,61800.4920
2021-11-06,61797.6060
2021-11-07,61860.7935
2021-11-08,62023.0555
2021-11-09,62070.3680
2021-11-10,62204.8320
2021-11-11,62409.1340
2021-11-12,62550.9080
2021-11-13,62727.2970
2021-11-14,62849.3130
2021-11-15,63013.2095
2021-11-16,63095.4810
2021-11-17,63083.9300
2021-11-18,62815.8255
2021-11-19,62625.4780
2021-11-20,62472.1390
