Date,o
2020-11-20,"{'deposit': 9.25334112297089, 'inhouse': 6.89963536334232, 'inter': 1.0012595376004, 'total': 19.9347568029709, 'withdrawal': 2.78052077905729}"
2020-11-21,"{'deposit': 5.5553157903003, 'inhouse': 5.68678043741747, 'inter': 0.8196250546407831, 'total': 14.1436373203003, 'withdrawal': 2.08191603794175}"
2020-11-22,"{'deposit': 3.42114834887624, 'inhouse': 4.10009818537148, 'inter': 0.689024609033114, 'total': 9.82521420887624, 'withdrawal': 1.6149430655954}"
2020-11-23,"{'deposit': 6.34334760185837, 'inhouse': 5.13337100395667, 'inter': 1.03703556780704, 'total': 14.5727064118584, 'withdrawal': 2.05895223823629}"
2020-11-24,"{'deposit': 10.9464258243586, 'inhouse': 7.5668455858979105, 'inter': 1.40368039463576, 'total': 22.7433640043586, 'withdrawal': 2.82641219946633}"
2020-11-25,"{'deposit': 11.5001560291631, 'inhouse': 7.91306784532305, 'inter': 1.43877356318736, 'total': 23.8170638591631, 'withdrawal': 2.96506642148959}"
2020-11-26,"{'deposit': 13.6035903647482, 'inhouse': 9.60396734741348, 'inter': 1.77233688118121, 'total': 28.9072236847482, 'withdrawal': 3.92732909140531}"
2020-11-27,"{'deposit': 8.8482577903965, 'inhouse': 7.76174459995995, 'inter': 1.15781660273268, 'total': 20.5820990303965, 'withdrawal': 2.8142800373073698}"
2020-11-28,"{'deposit': 5.80884162673269, 'inhouse': 6.38210277724494, 'inter': 0.6983857286289711, 'total': 14.7863271067327, 'withdrawal': 1.8969969741260901}"
2020-11-29,"{'deposit': 3.96637596985234, 'inhouse': 4.76757536617566, 'inter': 0.5271820450556111, 'total': 10.8927161498523, 'withdrawal': 1.6315827687687299}"
2020-11-30,"{'deposit': 8.74882961350527, 'inhouse': 5.23404086002531, 'inter': 1.1452882840984, 'total': 18.0301375635053, 'withdrawal': 2.90197880587629}"
2020-12-01,"{'deposit': 18.1091747178014, 'inhouse': 10.415939605209, 'inter': 1.6084623556411701, 'total': 34.2398122978014, 'withdrawal': 4.10623561914985}"
2020-12-02,"{'deposit': 14.2462714413179, 'inhouse': 10.1230140408555, 'inter': 1.3772839174823, 'total': 29.1683615713178, 'withdrawal': 3.42179217166218}"
2020-12-03,"{'deposit': 15.291547531801, 'inhouse': 10.425779765429, 'inter': 1.41382871305665, 'total': 31.449064491801, 'withdrawal': 4.31790848151435}"
2020-12-04,"{'deposit': 11.3706465799546, 'inhouse': 10.8098945398651, 'inter': 1.18443010335497, 'total': 27.3315643199546, 'withdrawal': 3.96659309677997}"
2020-12-05,"{'deposit': 7.18074344487969, 'inhouse': 7.16464436481619, 'inter': 0.751854142809929, 'total': 17.3580744548797, 'withdrawal': 2.26083250237388}"
2020-12-06,"{'deposit': 4.69649291726141, 'inhouse': 4.94481553193639, 'inter': 0.44658694369697405, 'total': 11.8125417972614, 'withdrawal': 1.7246464043666299}"
2020-12-07,"{'deposit': 7.1190515761414, 'inhouse': 5.85033529653876, 'inter': 0.642763885289932, 'total': 15.7326012261414, 'withdrawal': 2.12045046817131}"
2020-12-08,"{'deposit': 7.2645915588429, 'inhouse': 5.97142047187416, 'inter': 0.7074443063139421, 'total': 16.2022170388429, 'withdrawal': 2.2587607018119}"
2020-12-09,"{'deposit': 7.59439870093691, 'inhouse': 6.62853832471198, 'inter': 0.823086212000469, 'total': 17.3705900609369, 'withdrawal': 2.32456682328755}"
2020-12-10,"{'deposit': 7.42344911863325, 'inhouse': 5.61228244263809, 'inter': 0.7750095653688981, 'total': 16.6194616286333, 'withdrawal': 2.80872050199301}"
2020-12-11,"{'deposit': 7.38250332245946, 'inhouse': 5.49459539857236, 'inter': 0.7888876144158831, 'total': 15.9326896124595, 'withdrawal': 2.26670327701175}"
2020-12-12,"{'deposit': 4.78617334902942, 'inhouse': 4.62005307883962, 'inter': 0.574790414101086, 'total': 12.1298513890294, 'withdrawal': 2.1488345470593}"
2020-12-13,"{'deposit': 3.99616077020544, 'inhouse': 4.27846391708467, 'inter': 0.5473372214959621, 'total': 10.4809823302054, 'withdrawal': 1.65902042141937}"
2020-12-14,"{'deposit': 6.10709304925655, 'inhouse': 4.65883676194416, 'inter': 0.5788444575410551, 'total': 13.4280212092565, 'withdrawal': 2.08324694051479}"
2020-12-15,"{'deposit': 7.29387238648734, 'inhouse': 4.49799230222994, 'inter': 0.735567584503895, 'total': 14.6066097264873, 'withdrawal': 2.07917745326616}"
2020-12-16,"{'deposit': 10.0373257617552, 'inhouse': 5.0528707658944, 'inter': 1.00327724916676, 'total': 18.6037732517552, 'withdrawal': 2.51029947493884}"
2020-12-17,"{'deposit': 22.9054616452668, 'inhouse': 11.916516647653, 'inter': 1.90727957412807, 'total': 40.2327769552668, 'withdrawal': 3.50351908821889}"
2020-12-18,"{'deposit': 24.6906807910046, 'inhouse': 15.393676449317, 'inter': 1.84726884613796, 'total': 46.7571860510046, 'withdrawal': 4.82555996454501}"
2020-12-19,"{'deposit': 17.0235252934167, 'inhouse': 11.8593096679767, 'inter': 1.13624730897508, 'total': 34.2155029434167, 'withdrawal': 4.19642067304823}"
2020-12-20,"{'deposit': 8.05076534642593, 'inhouse': 8.66157178686074, 'inter': 0.7254794381167761, 'total': 21.1881500464259, 'withdrawal': 3.75033347502248}"
2020-12-21,"{'deposit': 14.9344579838715, 'inhouse': 8.40553822259828, 'inter': 1.10819356123135, 'total': 27.2381876638715, 'withdrawal': 2.78999789617038}"
2020-12-22,"{'deposit': 14.1380526256957, 'inhouse': 10.0890361088825, 'inter': 1.30739601930975, 'total': 29.4726318656957, 'withdrawal': 3.93814711180775}"
2020-12-23,"{'deposit': 25.3558897010508, 'inhouse': 13.0421673792472, 'inter': 1.4547326074223301, 'total': 43.5209471510508, 'withdrawal': 3.66815746333051}"
2020-12-24,"{'deposit': 11.4088808272633, 'inhouse': 9.17814023901556, 'inter': 1.30418567256341, 'total': 25.4088662472633, 'withdrawal': 3.51765950842102}"
2020-12-25,"{'deposit': 11.202093279743, 'inhouse': 10.0536011556123, 'inter': 1.06449033947358, 'total': 25.411054019743, 'withdrawal': 3.09086924491414}"
2020-12-26,"{'deposit': 9.57917201374883, 'inhouse': 9.27062455521971, 'inter': 0.8358343824467731, 'total': 22.0855320837488, 'withdrawal': 2.39990113233352}"
2020-12-27,"{'deposit': 13.1796670735649, 'inhouse': 11.1586264898248, 'inter': 1.29154744157386, 'total': 28.9008271035649, 'withdrawal': 3.27098609860135}"
2020-12-28,"{'deposit': 11.619717445789501, 'inhouse': 7.49445324994637, 'inter': 1.0634146585553501, 'total': 23.2082415457895, 'withdrawal': 3.03065619149827}"
2020-12-29,"{'deposit': 12.1993126044685, 'inhouse': 9.06386598514827, 'inter': 1.14653812368109, 'total': 25.8487007744685, 'withdrawal': 3.43898406117064}"
2020-12-30,"{'deposit': 11.4027996039393, 'inhouse': 8.94545379842961, 'inter': 1.29812479507162, 'total': 24.9849916539393, 'withdrawal': 3.33861345649878}"
2020-12-31,"{'deposit': 13.5974288648552, 'inhouse': 9.62849236764751, 'inter': 1.3026040168000699, 'total': 28.0195003748552, 'withdrawal': 3.49097512555243}"
2021-01-01,"{'deposit': 5.45363249131434, 'inhouse': 5.48045790246855, 'inter': 0.89924621519044, 'total': 13.6767342613143, 'withdrawal': 1.84339765234101}"
2021-01-02,"{'deposit': 11.1729275066696, 'inhouse': 7.81753039102548, 'inter': 1.280969925504, 'total': 22.9896705366696, 'withdrawal': 2.71824271347052}"
2021-01-03,"{'deposit': 11.4912499226745, 'inhouse': 8.37370505158807, 'inter': 1.53160325695346, 'total': 25.7441445826745, 'withdrawal': 4.34758635145847}"
2021-01-04,"{'deposit': 14.6912682179365, 'inhouse': 9.23569591271683, 'inter': 2.0004867540465, 'total': 30.7669709379365, 'withdrawal': 4.8395200532366704}"
2021-01-05,"{'deposit': 15.7849737563855, 'inhouse': 8.50427240087448, 'inter': 1.62031861013014, 'total': 29.7174480763855, 'withdrawal': 3.80788330899538}"
2021-01-06,"{'deposit': 17.1759957358473, 'inhouse': 12.2016825138023, 'inter': 1.95630016283202, 'total': 36.4394746158473, 'withdrawal': 5.10549620336572}"
2021-01-07,"{'deposit': 16.5556962392084, 'inhouse': 11.2159713099341, 'inter': 2.06132902258076, 'total': 34.5339151192084, 'withdrawal': 4.70091854748517}"
2021-01-08,"{'deposit': 19.6827044340941, 'inhouse': 10.7438087482207, 'inter': 1.79103476374061, 'total': 36.6966994340941, 'withdrawal': 4.47915148803873}"
2021-01-09,"{'deposit': 14.1248059988583, 'inhouse': 9.17027963828209, 'inter': 1.37618277117214, 'total': 29.1915946888583, 'withdrawal': 4.52032628054576}"
2021-01-10,"{'deposit': 13.9240828730222, 'inhouse': 9.28412653147637, 'inter': 1.28907220520834, 'total': 28.3835884930222, 'withdrawal': 3.88630688331529}"
2021-01-11,"{'deposit': 20.6343741378842, 'inhouse': 9.3275727737847, 'inter': 2.18311029694261, 'total': 37.3862421278842, 'withdrawal': 5.24118491927269}"
2021-01-12,"{'deposit': 21.3293830700879, 'inhouse': 12.8395864725589, 'inter': 2.18221761398507, 'total': 40.9582795500879, 'withdrawal': 4.60709239345601}"
2021-01-13,"{'deposit': 16.779281263589, 'inhouse': 11.9924010207943, 'inter': 1.97449289376435, 'total': 36.416110143589, 'withdrawal': 5.66993496544134}"
2021-01-14,"{'deposit': 17.8312176360748, 'inhouse': 11.9891133838369, 'inter': 1.70547989333373, 'total': 35.9536946860748, 'withdrawal': 4.42788377282939}"
2021-01-15,"{'deposit': 17.3296997751084, 'inhouse': 11.6013401351996, 'inter': 1.5292792334838299, 'total': 35.8609606151083, 'withdrawal': 5.40064147131659}"
2021-01-16,"{'deposit': 9.98810144296498, 'inhouse': 9.00984487280921, 'inter': 1.13914738253396, 'total': 23.821669852965, 'withdrawal': 3.68457615465683}"
2021-01-17,"{'deposit': 9.49313770160111, 'inhouse': 7.20667524274624, 'inter': 0.9788279897626411, 'total': 20.5291822216011, 'withdrawal': 2.85054128749112}"
2021-01-18,"{'deposit': 9.78330683021732, 'inhouse': 7.5967746230382005, 'inter': 0.94895723453713, 'total': 21.4064897002173, 'withdrawal': 3.07745101242467}"
2021-01-19,"{'deposit': 11.0783208994, 'inhouse': 9.22731063693347, 'inter': 1.08434814087795, 'total': 25.1277569094, 'withdrawal': 3.73777723218858}"
2021-01-20,"{'deposit': 10.3098323332561, 'inhouse': 7.30451540434561, 'inter': 1.02142537025645, 'total': 21.7059724132561, 'withdrawal': 3.07019930539794}"
2021-01-21,"{'deposit': 14.7139426983442, 'inhouse': 9.20824642546533, 'inter': 2.47159875344165, 'total': 30.9452073483442, 'withdrawal': 4.55141947109301}"
2021-01-22,"{'deposit': 14.166530732292, 'inhouse': 9.43683533329346, 'inter': 2.13604451582183, 'total': 30.385798382292, 'withdrawal': 4.64638780088472}"
2021-01-23,"{'deposit': 9.15540386462174, 'inhouse': 6.54598664606455, 'inter': 0.890638200249068, 'total': 19.5867224446217, 'withdrawal': 2.99469373368638}"
2021-01-24,"{'deposit': 7.12925201671654, 'inhouse': 5.76793515632503, 'inter': 0.66588745888109, 'total': 16.3051441867165, 'withdrawal': 2.74206955479388}"
2021-01-25,"{'deposit': 13.7720715687685, 'inhouse': 7.31308698437965, 'inter': 1.08320612461517, 'total': 25.4120970687685, 'withdrawal': 3.24373239100518}"
2021-01-26,"{'deposit': 9.41399271909751, 'inhouse': 7.66021576111245, 'inter': 0.9579861494727051, 'total': 21.2888478490975, 'withdrawal': 3.25665321941485}"
2021-01-27,"{'deposit': 10.5011681711611, 'inhouse': 7.4037221205469, 'inter': 1.3035077641674, 'total': 22.0254786211611, 'withdrawal': 2.81708056528569}"
2021-01-28,"{'deposit': 10.8290743938358, 'inhouse': 7.34630027018094, 'inter': 1.26784629044796, 'total': 22.7248274438358, 'withdrawal': 3.2816064893711}"
2021-01-29,"{'deposit': 24.4882822138826, 'inhouse': 14.1551022450377, 'inter': 3.83818350204829, 'total': 49.0737650938826, 'withdrawal': 6.59219713291402}"
2021-01-30,"{'deposit': 17.8190422654063, 'inhouse': 12.9432558550993, 'inter': 2.30342414828977, 'total': 38.9508065554063, 'withdrawal': 5.88508428661096}"
2021-01-31,"{'deposit': 14.3754937656083, 'inhouse': 10.5034125446118, 'inter': 1.4006449303239101, 'total': 30.6638276656083, 'withdrawal': 4.38427642506427}"
2021-02-01,"{'deposit': 16.6987210743556, 'inhouse': 10.715024081050199, 'inter': 1.78689409276794, 'total': 33.3269709343556, 'withdrawal': 4.12633168618182}"
2021-02-02,"{'deposit': 20.0012330362434, 'inhouse': 11.4080263438454, 'inter': 1.9228171480523502, 'total': 38.3796303162434, 'withdrawal': 5.04755378810228}"
2021-02-03,"{'deposit': 18.3498925860364, 'inhouse': 11.4315842121221, 'inter': 1.96541591021027, 'total': 36.3294231060364, 'withdrawal': 4.58253039766766}"
2021-02-04,"{'deposit': 23.707741293526, 'inhouse': 15.9004279130039, 'inter': 2.65257427514553, 'total': 48.806156143526, 'withdrawal': 6.54541266185061}"
2021-02-05,"{'deposit': 21.4095330707001, 'inhouse': 13.245959281354, 'inter': 2.19941741646243, 'total': 42.4813139807002, 'withdrawal': 5.62640421218359}"
2021-02-06,"{'deposit': 19.1277236471436, 'inhouse': 11.6738513539098, 'inter': 1.77733498814746, 'total': 36.8448453071436, 'withdrawal': 4.26593531794277}"
2021-02-07,"{'deposit': 12.3496329671318, 'inhouse': 8.81096463898522, 'inter': 1.22288263229953, 'total': 26.1385372471317, 'withdrawal': 3.7550570087152497}"
2021-02-08,"{'deposit': 21.6701468601694, 'inhouse': 10.9261449297368, 'inter': 1.94073065010126, 'total': 38.9197428701694, 'withdrawal': 4.38272043016196}"
2021-02-09,"{'deposit': 30.005990143935, 'inhouse': 16.8754474970478, 'inter': 2.79730617630794, 'total': 55.565962063935, 'withdrawal': 5.88721824664425}"
2021-02-10,"{'deposit': 24.7529435373814, 'inhouse': 15.2202521880233, 'inter': 2.43580752852756, 'total': 47.5939631773814, 'withdrawal': 5.18495992344915}"
2021-02-11,"{'deposit': 25.5388666905429, 'inhouse': 15.2267932193285, 'inter': 3.61586974303122, 'total': 51.1645589205429, 'withdrawal': 6.78302926764024}"
2021-02-12,"{'deposit': 29.8115587427199, 'inhouse': 20.1512190658865, 'inter': 2.96570436524236, 'total': 58.8477997227199, 'withdrawal': 5.91931754887114}"
2021-02-13,"{'deposit': 21.8419884304001, 'inhouse': 15.3457752215882, 'inter': 2.19975792805885, 'total': 47.9975008004001, 'withdrawal': 8.60997922035295}"
2021-02-14,"{'deposit': 16.2246481296279, 'inhouse': 13.2607713569476, 'inter': 1.62147246225689, 'total': 36.0357927796279, 'withdrawal': 4.92890083079551}"
2021-02-15,"{'deposit': 16.532243642768, 'inhouse': 11.9826554026406, 'inter': 1.62513956990024, 'total': 34.9893944027681, 'withdrawal': 4.84935578745913}"
2021-02-16,"{'deposit': 17.0275696792081, 'inhouse': 10.8930129250471, 'inter': 1.65246121348597, 'total': 33.7204592792081, 'withdrawal': 4.14741546146688}"
2021-02-17,"{'deposit': 20.7617987244547, 'inhouse': 12.6080343324526, 'inter': 2.30632728875118, 'total': 41.3693264944547, 'withdrawal': 5.69316614879623}"
2021-02-18,"{'deposit': 22.1013125835227, 'inhouse': 13.9555054069277, 'inter': 2.07656585974836, 'total': 43.5391350835227, 'withdrawal': 5.40575123332398}"
2021-02-19,"{'deposit': 23.5538696077874, 'inhouse': 13.9756168248011, 'inter': 2.25843941484786, 'total': 45.7949879577874, 'withdrawal': 6.00706211035105}"
2021-02-20,"{'deposit': 23.8123128133731, 'inhouse': 13.7955260472879, 'inter': 2.18435568475587, 'total': 45.8447111333731, 'withdrawal': 6.05251658795624}"
2021-02-21,"{'deposit': 15.105923531022, 'inhouse': 22.0949380629434, 'inter': 1.58507849539186, 'total': 43.468575721022, 'withdrawal': 4.68263563166473}"
2021-02-22,"{'deposit': 20.3794578245233, 'inhouse': 11.9676169336997, 'inter': 2.40543467941442, 'total': 40.0628549945233, 'withdrawal': 5.31034555688587}"
2021-02-23,"{'deposit': 31.8187716551049, 'inhouse': 17.3329480361822, 'inter': 4.31027838184097, 'total': 61.1838048851049, 'withdrawal': 7.72180681197684}"
2021-02-24,"{'deposit': 29.0872052104649, 'inhouse': 17.7424653784779, 'inter': 3.05950167557122, 'total': 57.905017770465, 'withdrawal': 8.01584550595091}"
2021-02-25,"{'deposit': 21.0438814424824, 'inhouse': 15.3007845804269, 'inter': 2.01247809948923, 'total': 44.2687653824824, 'withdrawal': 5.91162126008389}"
2021-02-26,"{'deposit': 23.102707055974, 'inhouse': 17.0076084826678, 'inter': 2.06980056413855, 'total': 47.988899275974, 'withdrawal': 5.80878317319362}"
2021-02-27,"{'deposit': 14.3497520227847, 'inhouse': 11.6997518188565, 'inter': 1.26282307389746, 'total': 31.8515225727847, 'withdrawal': 4.53919565724606}"
2021-02-28,"{'deposit': 12.2760834528668, 'inhouse': 10.4088094209723, 'inter': 1.50092608687365, 'total': 27.5544279428668, 'withdrawal': 3.36860898215403}"
2021-03-01,"{'deposit': 17.092170707821, 'inhouse': 11.555218027919, 'inter': 1.68248143204106, 'total': 34.328147117821, 'withdrawal': 3.99827695003999}"
2021-03-02,"{'deposit': 18.2497098345155, 'inhouse': 11.994199719246, 'inter': 2.06994196261403, 'total': 38.0816960345155, 'withdrawal': 5.76784451814001}"
2021-03-03,"{'deposit': 19.8364124966902, 'inhouse': 12.9876543365262, 'inter': 1.7836700541733301, 'total': 39.0494907066902, 'withdrawal': 4.44175381930048}"
2021-03-04,"{'deposit': 15.2723216461161, 'inhouse': 10.41402113549, 'inter': 1.30140512424103, 'total': 30.9078461161161, 'withdrawal': 3.92009821026896}"
2021-03-05,"{'deposit': 15.544606508132, 'inhouse': 10.5035388195825, 'inter': 1.43596466194334, 'total': 32.434651758132, 'withdrawal': 4.9505417684741495}"
2021-03-06,"{'deposit': 9.78639864254874, 'inhouse': 8.922238363095751, 'inter': 1.04724662629664, 'total': 23.0108802725487, 'withdrawal': 3.25499664060762}"
2021-03-07,"{'deposit': 9.69177827744745, 'inhouse': 9.41515796906142, 'inter': 1.05463658584149, 'total': 23.3397171274475, 'withdrawal': 3.17814429509709}"
2021-03-08,"{'deposit': 12.724448282612201, 'inhouse': 10.5119337353327, 'inter': 1.2274628070915399, 'total': 28.2454547826122, 'withdrawal': 3.78160995757571}"
2021-03-09,"{'deposit': 16.1525023442821, 'inhouse': 11.266545822196, 'inter': 1.40927078465013, 'total': 32.5869559242821, 'withdrawal': 3.75863697315387}"
2021-03-10,"{'deposit': 15.8144105205181, 'inhouse': 10.5758029730127, 'inter': 1.7707659718081001, 'total': 32.4566406805181, 'withdrawal': 4.29566121517916}"
2021-03-11,"{'deposit': 16.0625594882728, 'inhouse': 11.1051199881024, 'inter': 1.57615216486443, 'total': 32.6276697382728, 'withdrawal': 3.88383809703312}"
2021-03-12,"{'deposit': 16.6072220044952, 'inhouse': 11.1988411613536, 'inter': 1.45150356595928, 'total': 34.2854807644952, 'withdrawal': 5.02791403268708}"
2021-03-13,"{'deposit': 16.99276065918, 'inhouse': 17.0680548871337, 'inter': 1.98103953150797, 'total': 40.666426649179996, 'withdrawal': 4.62457157135828}"
2021-03-14,"{'deposit': 13.7452633671402, 'inhouse': 9.01411215504542, 'inter': 1.00042580268777, 'total': 27.7873930471402, 'withdrawal': 4.02759172226681}"
2021-03-15,"{'deposit': 16.2594293976699, 'inhouse': 10.500066139283, 'inter': 1.60186855746247, 'total': 32.4644002576699, 'withdrawal': 4.1030361632545596}"
2021-03-16,"{'deposit': 15.404536352537, 'inhouse': 11.8759451767725, 'inter': 1.29863829825377, 'total': 33.458011412537, 'withdrawal': 4.87889158497375}"
2021-03-17,"{'deposit': 14.2900526055986, 'inhouse': 10.2242426414495, 'inter': 1.39137195384495, 'total': 29.6308032255986, 'withdrawal': 3.72513602470557}"
2021-03-18,"{'deposit': 21.682830950791, 'inhouse': 12.7255324370972, 'inter': 1.7129263511341901, 'total': 41.709539480791, 'withdrawal': 5.58824974176865}"
2021-03-19,"{'deposit': 16.3951200472956, 'inhouse': 11.8385893495395, 'inter': 1.50591844721417, 'total': 34.7031107372956, 'withdrawal': 4.96348289324628}"
2021-03-20,"{'deposit': 11.5442331884177, 'inhouse': 9.67111937979495, 'inter': 0.975858484468863, 'total': 25.7221450884177, 'withdrawal': 3.53093403573618}"
2021-03-21,"{'deposit': 8.10694097855688, 'inhouse': 8.86716237702255, 'inter': 0.7468953966839741, 'total': 20.7837430285569, 'withdrawal': 3.06274427629347}"
2021-03-22,"{'deposit': 10.8210159322339, 'inhouse': 8.5074563536527, 'inter': 1.05867059002641, 'total': 24.2919181222339, 'withdrawal': 3.90477524632089}"
2021-03-23,"{'deposit': 10.794374123729, 'inhouse': 7.60613111444772, 'inter': 0.9994976928746391, 'total': 23.185500483729, 'withdrawal': 3.78549755267764}"
2021-03-24,"{'deposit': 11.5487461783491, 'inhouse': 7.58966632719894, 'inter': 1.18104794787322, 'total': 23.8382824683491, 'withdrawal': 3.5188220149278298}"
2021-03-25,"{'deposit': 11.6886304716748, 'inhouse': 7.89890521591158, 'inter': 1.3142708644044299, 'total': 25.1631692616748, 'withdrawal': 4.26136270968399}"
2021-03-26,"{'deposit': 10.3821790921346, 'inhouse': 7.29249521666206, 'inter': 1.26266071195187, 'total': 22.9845067921346, 'withdrawal': 4.04717177138607}"
2021-03-27,"{'deposit': 7.96611785796599, 'inhouse': 6.83026265969999, 'inter': 0.834874559416875, 'total': 18.901755237966, 'withdrawal': 3.27050016088314}"
2021-03-28,"{'deposit': 7.02454940390098, 'inhouse': 6.9333745163568, 'inter': 0.6779937378289721, 'total': 17.368022023901, 'withdrawal': 2.73210436581423}"
2021-03-29,"{'deposit': 11.0608593963173, 'inhouse': 7.1456632026283, 'inter': 1.12154763738725, 'total': 22.5270405363173, 'withdrawal': 3.19897029998445}"
2021-03-30,"{'deposit': 13.1177541315472, 'inhouse': 9.75614630176402, 'inter': 1.8103121271032099, 'total': 30.1086544415472, 'withdrawal': 5.42444188113278}"
2021-03-31,"{'deposit': 13.8134673211431, 'inhouse': 10.4646079072966, 'inter': 1.44221122993373, 'total': 30.2183681911431, 'withdrawal': 4.49808173276968}"
2021-04-01,"{'deposit': 11.6088850525906, 'inhouse': 8.23288047289167, 'inter': 1.4855969440735, 'total': 25.3078821725906, 'withdrawal': 3.9805197030348403}"
2021-04-02,"{'deposit': 14.0590225518031, 'inhouse': 7.54746939509276, 'inter': 1.3325390887514201, 'total': 27.2040818918031, 'withdrawal': 4.2650508561558205}"
2021-04-03,"{'deposit': 12.4618423937325, 'inhouse': 7.75503306701946, 'inter': 1.29608722247946, 'total': 25.0248221137325, 'withdrawal': 3.51185943050109}"
2021-04-04,"{'deposit': 9.61394983316071, 'inhouse': 7.5646825263264, 'inter': 0.8605702055946891, 'total': 21.0781333331607, 'withdrawal': 3.03893076807891}"
2021-04-05,"{'deposit': 13.9123249631496, 'inhouse': 9.69263634838429, 'inter': 1.25161833614991, 'total': 28.9936464831496, 'withdrawal': 4.13706683546581}"
2021-04-06,"{'deposit': 15.5516077405058, 'inhouse': 8.16497941481433, 'inter': 1.5609992821002199, 'total': 30.0075975205058, 'withdrawal': 4.73001108308545}"
2021-04-07,"{'deposit': 14.6503217101898, 'inhouse': 9.0262874648638, 'inter': 1.33033817737348, 'total': 29.7889416201898, 'withdrawal': 4.78199426776272}"
2021-04-08,"{'deposit': 12.553417462172, 'inhouse': 8.16703084654177, 'inter': 1.1203113692989, 'total': 25.166532632172, 'withdrawal': 3.32577295415933}"
2021-04-09,"{'deposit': 17.1608145819608, 'inhouse': 9.21402873441461, 'inter': 1.42216599385912, 'total': 33.0393196019608, 'withdrawal': 5.24231029172626}"
2021-04-10,"{'deposit': 13.2353251719213, 'inhouse': 10.7345748586872, 'inter': 1.81443909157654, 'total': 30.3550101619213, 'withdrawal': 4.57067103973629}"
2021-04-11,"{'deposit': 8.65559429717864, 'inhouse': 7.05090318420361, 'inter': 0.903981508829891, 'total': 19.8183152971786, 'withdrawal': 3.20783630696649}"
2021-04-12,"{'deposit': 12.7514081289069, 'inhouse': 7.64615849692251, 'inter': 1.29476232607731, 'total': 26.1128656789069, 'withdrawal': 4.42053672700018}"
2021-04-13,"{'deposit': 15.8407874629138, 'inhouse': 7.97064453977271, 'inter': 1.46055545235664, 'total': 29.2520620429138, 'withdrawal': 3.98007458787065}"
2021-04-14,"{'deposit': 22.0365796418597, 'inhouse': 10.8275759169115, 'inter': 2.62196065208698, 'total': 41.7691959718597, 'withdrawal': 6.28307976100153}"
2021-04-15,"{'deposit': 27.6296513773648, 'inhouse': 13.5189171868983, 'inter': 2.45126475473066, 'total': 51.0651751073647, 'withdrawal': 7.46534178837108}"
2021-04-16,"{'deposit': 23.8186805010185, 'inhouse': 11.9158110152771, 'inter': 2.80669235967853, 'total': 45.1506463210184, 'withdrawal': 6.60946244504433}"
2021-04-17,"{'deposit': 25.6290578636962, 'inhouse': 14.218425730911, 'inter': 4.04713966491892, 'total': 54.7644129336962, 'withdrawal': 10.8697896741701}"
2021-04-18,"{'deposit': 41.0818526046045, 'inhouse': 22.6874917830047, 'inter': 4.31466121127184, 'total': 76.1510320446045, 'withdrawal': 8.06702644572343}"
2021-04-19,"{'deposit': 30.7609295921788, 'inhouse': 18.4281886391149, 'inter': 6.2774140389571595, 'total': 70.9316170321788, 'withdrawal': 15.4650847619279}"
2021-04-20,"{'deposit': 46.5847643780499, 'inhouse': 27.3319246138397, 'inter': 6.31785079039177, 'total': 98.2572307380499, 'withdrawal': 18.0226909557685}"
2021-04-21,"{'deposit': 39.5546984267887, 'inhouse': 24.2676303161364, 'inter': 5.29401539993496, 'total': 81.6481873667887, 'withdrawal': 12.5318432239287}"
2021-04-22,"{'deposit': 54.2715577252796, 'inhouse': 33.8867972812789, 'inter': 7.05892387574854, 'total': 109.41421022528, 'withdrawal': 14.1969313429726}"
2021-04-23,"{'deposit': 50.6163282482365, 'inhouse': 27.3990476554894, 'inter': 6.50881723759751, 'total': 97.6124190882365, 'withdrawal': 13.0882259469131}"
2021-04-24,"{'deposit': 28.5830107358101, 'inhouse': 18.6815192768985, 'inter': 2.17756705992682, 'total': 55.9001633358101, 'withdrawal': 6.45806626317471}"
2021-04-25,"{'deposit': 18.087089858652, 'inhouse': 14.0111307388421, 'inter': 1.60551424282764, 'total': 40.268301808652, 'withdrawal': 6.56456696833025}"
2021-04-26,"{'deposit': 27.9174419215148, 'inhouse': 16.5612994491072, 'inter': 2.83562399492101, 'total': 54.8483693015148, 'withdrawal': 7.53400393597175}"
2021-04-27,"{'deposit': 29.6658136706548, 'inhouse': 16.5364127859942, 'inter': 2.19129734136231, 'total': 56.1025300406548, 'withdrawal': 7.70900624264348}"
2021-04-28,"{'deposit': 22.2231973080944, 'inhouse': 15.3001066284328, 'inter': 2.15740650163508, 'total': 45.4639940680944, 'withdrawal': 5.7832836299320896}"
2021-04-29,"{'deposit': 24.2709845343025, 'inhouse': 20.3234811028075, 'inter': 2.51700448241415, 'total': 53.4720970843025, 'withdrawal': 6.36062696477836}"
2021-04-30,"{'deposit': 23.3652889288249, 'inhouse': 18.2450010703796, 'inter': 2.36657868448264, 'total': 51.0859437288249, 'withdrawal': 7.10907504513778}"
2021-05-01,"{'deposit': 17.5680704472669, 'inhouse': 11.1494562121395, 'inter': 1.62780626158378, 'total': 35.2041627972669, 'withdrawal': 4.8588298762767}"
2021-05-02,"{'deposit': 13.0028152265129, 'inhouse': 9.894409283297641, 'inter': 1.23794369560835, 'total': 28.1169628365129, 'withdrawal': 3.9817946310940098}"
