Date,o
2013-01-16,"{'deposit': 0.10615805996502801, 'inhouse': 0.005864571719484001, 'inter': 0, 'total': 0.17755805996502802, 'withdrawal': 0.065535428280515}"
2013-01-17,"{'deposit': 0.064704875593303, 'inhouse': 0.006224075801899, 'inter': 0, 'total': 0.196804875593303, 'withdrawal': 0.125875924198101}"
2013-01-18,"{'deposit': 0.08519388328431801, 'inhouse': 0.007868647687901001, 'inter': 0, 'total': 0.17309388328431902, 'withdrawal': 0.080031352312098}"
2013-01-19,"{'deposit': 0.137880501260047, 'inhouse': 0.004487060382865, 'inter': 0, 'total': 0.225780501260047, 'withdrawal': 0.083412939617134}"
2013-01-20,"{'deposit': 0.12131705548474402, 'inhouse': 0.002517772372461, 'inter': 0, 'total': 0.18871705548474402, 'withdrawal': 0.06488222762753801}"
2013-01-21,"{'deposit': 0.11481155160956201, 'inhouse': 0.0035489752067130002, 'inter': 0.0005229151140510001, 'total': 0.185511551609562, 'withdrawal': 0.06662810967923401}"
2013-01-22,"{'deposit': 0.15082912106367302, 'inhouse': 0.00538940346086, 'inter': 0, 'total': 0.23922912106367303, 'withdrawal': 0.083010596539139}"
2013-01-23,"{'deposit': 0.10028143196460601, 'inhouse': 0.017475963205061, 'inter': 0.0019663538441340002, 'total': 0.24758143196460602, 'withdrawal': 0.12785768295080402}"
2013-01-24,"{'deposit': 0.301175000902733, 'inhouse': 0.007460901599362001, 'inter': 0.003422652057763, 'total': 0.416775000902733, 'withdrawal': 0.10471644634287401}"
2013-01-25,"{'deposit': 0.064596983277051, 'inhouse': 0.006672797949968, 'inter': 0, 'total': 0.165296983277052, 'withdrawal': 0.09402720205003101}"
2013-01-26,"{'deposit': 0.059531271586475004, 'inhouse': 0.002658754568255, 'inter': 0, 'total': 0.11493127158647501, 'withdrawal': 0.052741245431744}"
2013-01-27,"{'deposit': 0.059046228452843005, 'inhouse': 0.0037324816470460003, 'inter': 0.00046685558756100003, 'total': 0.11024622845284301, 'withdrawal': 0.047000662765392005}"
2013-01-28,"{'deposit': 0.067963516100111, 'inhouse': 0.003387088254253, 'inter': 0.0004995444923550001, 'total': 0.149163516100111, 'withdrawal': 0.07731336725339001}"
2013-01-29,"{'deposit': 0.140322142141835, 'inhouse': 0.004909779562439, 'inter': 0.000365772699766, 'total': 0.236022142141835, 'withdrawal': 0.09042444773779301}"
2013-01-30,"{'deposit': 0.088739998891098, 'inhouse': 0.006587550550452, 'inter': 0.0014923135269910002, 'total': 0.19093999889109903, 'withdrawal': 0.09412013592255501}"
2013-01-31,"{'deposit': 0.089831246988189, 'inhouse': 0.0054865209666500004, 'inter': 0, 'total': 0.177231246988189, 'withdrawal': 0.081913479033349}"
2013-02-01,"{'deposit': 0.10313296691048401, 'inhouse': 0.006911594140287001, 'inter': 0.0009913822515260002, 'total': 0.19353296691048402, 'withdrawal': 0.082497023608185}"
2013-02-02,"{'deposit': 0.115157411889499, 'inhouse': 0.0024515886076810003, 'inter': 0.002493714914224, 'total': 0.200957411889499, 'withdrawal': 0.080854696478093}"
2013-02-03,"{'deposit': 0.07764919753237001, 'inhouse': 0.004032096965534001, 'inter': 0, 'total': 0.166449197532371, 'withdrawal': 0.084767903034465}"
2013-02-04,"{'deposit': 0.146202630888635, 'inhouse': 0.0028933894658710003, 'inter': 0.000905872506375, 'total': 0.215702630888635, 'withdrawal': 0.065700738027753}"
2013-02-05,"{'deposit': 0.17245786678097103, 'inhouse': 0.004279156537467001, 'inter': 0.001499615161451, 'total': 0.25405786678097203, 'withdrawal': 0.07582122830108101}"
2013-02-06,"{'deposit': 0.11980625641688501, 'inhouse': 0.0028741619869020003, 'inter': 0, 'total': 0.20280625641688502, 'withdrawal': 0.080125838013098}"
2013-02-07,"{'deposit': 0.08169716926972201, 'inhouse': 0.005591347582596, 'inter': 0.000999665312474, 'total': 0.175997169269722, 'withdrawal': 0.08770898710492901}"
2013-02-08,"{'deposit': 0.406473332917334, 'inhouse': 0.007207887653519001, 'inter': 9.0094148385e-05, 'total': 0.48367333291733405, 'withdrawal': 0.06990201819809501}"
2013-02-09,"{'deposit': 0.277941607913941, 'inhouse': 0.00491425159957, 'inter': 0, 'total': 0.34614160791394105, 'withdrawal': 0.063285748400429}"
2013-02-10,"{'deposit': 0.09787593496837801, 'inhouse': 0.0062038343635440005, 'inter': 0.00030307035205300004, 'total': 0.15177593496837902, 'withdrawal': 0.047393095284402005}"
2013-02-11,"{'deposit': 0.063263859514955, 'inhouse': 0.007575360336407001, 'inter': 0, 'total': 0.146163859514955, 'withdrawal': 0.075324639663592}"
2013-02-12,"{'deposit': 0.159449151777136, 'inhouse': 0.004674902417157001, 'inter': 0.000994902774817, 'total': 0.241349151777136, 'withdrawal': 0.07623019480802401}"
2013-02-13,"{'deposit': 0.17093734134857402, 'inhouse': 0.004259845152379, 'inter': 0.003498496084277, 'total': 0.289537341348574, 'withdrawal': 0.11084165876334201}"
2013-02-14,"{'deposit': 0.114851052893987, 'inhouse': 0.008789118829385, 'inter': 0, 'total': 0.213851052893987, 'withdrawal': 0.090210881170614}"
2013-02-15,"{'deposit': 0.193945131747664, 'inhouse': 0.006364182666407, 'inter': 0, 'total': 0.27194513174766405, 'withdrawal': 0.071635817333592}"
2013-02-16,"{'deposit': 0.16493953095309102, 'inhouse': 0.005386385013494001, 'inter': 0.00016104746485100002, 'total': 0.24793953095309101, 'withdrawal': 0.07745256752165301}"
2013-02-17,"{'deposit': 0.08440677543167101, 'inhouse': 0.009102269539922, 'inter': 0.001198998859578, 'total': 0.17340677543167202, 'withdrawal': 0.078698731600499}"
2013-02-18,"{'deposit': 0.073780992904817, 'inhouse': 0.008258865209288, 'inter': 0, 'total': 0.188780992904818, 'withdrawal': 0.10674113479071101}"
2013-02-19,"{'deposit': 0.098812796947048, 'inhouse': 0.006238664288536, 'inter': 0.00044334970947300004, 'total': 0.228012796947048, 'withdrawal': 0.12251798600199}"
2013-02-20,"{'deposit': 0.14285969661167902, 'inhouse': 0.007191724436208, 'inter': 0.000996047587552, 'total': 0.23135969661167902, 'withdrawal': 0.080312227976239}"
2013-02-21,"{'deposit': 0.148681992581217, 'inhouse': 0.008959683186185001, 'inter': 0, 'total': 0.246381992581217, 'withdrawal': 0.088740316813814}"
2013-02-22,"{'deposit': 0.13782377014903602, 'inhouse': 0.008595113287831, 'inter': 0, 'total': 0.243723770149036, 'withdrawal': 0.09730488671216801}"
2013-02-23,"{'deposit': 0.12235298757622201, 'inhouse': 0.0060318294004790005, 'inter': 0.007876925427584001, 'total': 0.21945298757622203, 'withdrawal': 0.083191245171935}"
2013-02-24,"{'deposit': 0.20814060021756603, 'inhouse': 0.008029262901149001, 'inter': 0, 'total': 0.317040600217566, 'withdrawal': 0.10087073709885101}"
2013-02-25,"{'deposit': 0.149097969947076, 'inhouse': 0.0067334002937250005, 'inter': 0.0014992989926750002, 'total': 0.302997969947076, 'withdrawal': 0.145667300713599}"
2013-02-26,"{'deposit': 0.123531367318034, 'inhouse': 0.009228092970308, 'inter': 0.000993314233666, 'total': 0.241031367318034, 'withdrawal': 0.107278592796025}"
2013-02-27,"{'deposit': 0.22701814327767, 'inhouse': 0.009341426633972002, 'inter': 0, 'total': 0.34581814327767, 'withdrawal': 0.109458573366027}"
2013-02-28,"{'deposit': 0.11318903100168201, 'inhouse': 0.009017549675083001, 'inter': 0.001499749204687, 'total': 0.24718903100168202, 'withdrawal': 0.12348270112022901}"
2013-03-01,"{'deposit': 0.347066630814504, 'inhouse': 0.007905081220064001, 'inter': 0.000497600725217, 'total': 0.560866630814504, 'withdrawal': 0.205397318054717}"
2013-03-02,"{'deposit': 0.105673187471072, 'inhouse': 0.012604609373323, 'inter': 0, 'total': 0.210373187471072, 'withdrawal': 0.092095390626676}"
2013-03-03,"{'deposit': 0.07695261338247601, 'inhouse': 0.014261420643705001, 'inter': 0.0004950379034180001, 'total': 0.17735261338247701, 'withdrawal': 0.085643541452875}"
2013-03-04,"{'deposit': 0.245168875120046, 'inhouse': 0.008953185465745, 'inter': 0.00023208149739300003, 'total': 0.36416887512004603, 'withdrawal': 0.10981473303686101}"
2013-03-05,"{'deposit': 0.231425083175979, 'inhouse': 0.007520052659247001, 'inter': 0.000330796690582, 'total': 0.393525083175979, 'withdrawal': 0.154249150650171}"
2013-03-06,"{'deposit': 0.33558560024474804, 'inhouse': 0.017442547317154, 'inter': 0.005592795584439, 'total': 0.551385600244748, 'withdrawal': 0.192764657098406}"
2013-03-07,"{'deposit': 0.40494611067006203, 'inhouse': 0.011794455487342, 'inter': 0, 'total': 0.5849461106700621, 'withdrawal': 0.168205544512657}"
2013-03-08,"{'deposit': 0.168305787415057, 'inhouse': 0.014923131374667001, 'inter': 0.000567075746619, 'total': 0.320605787415057, 'withdrawal': 0.136809792878713}"
2013-03-09,"{'deposit': 0.157350550139457, 'inhouse': 0.014435893575516001, 'inter': 0.0009803907151110002, 'total': 0.277150550139457, 'withdrawal': 0.10438371570937201}"
2013-03-10,"{'deposit': 0.156781304034895, 'inhouse': 0.0062713576097880004, 'inter': 0, 'total': 0.278681304034895, 'withdrawal': 0.115628642390212}"
2013-03-11,"{'deposit': 0.13794825305914102, 'inhouse': 0.008148442437562001, 'inter': 0.001499247846669, 'total': 0.26194825305914105, 'withdrawal': 0.11435230971576801}"
2013-03-12,"{'deposit': 0.22378409529005402, 'inhouse': 0.011861404681026, 'inter': 6.604031018300001e-05, 'total': 0.369784095290054, 'withdrawal': 0.13407255500879}"
2013-03-13,"{'deposit': 0.155533418184017, 'inhouse': 0.022733661722244003, 'inter': 0.00047591109371600005, 'total': 0.32143341818401705, 'withdrawal': 0.14269042718404}"
2013-03-14,"{'deposit': 0.49146392052983207, 'inhouse': 0.012127331623252, 'inter': 0.00019505468093200003, 'total': 0.6501639205298321, 'withdrawal': 0.146377613695815}"
2013-03-15,"{'deposit': 0.062591417335735, 'inhouse': 0.013920731523132002, 'inter': 0.00034842691519400005, 'total': 0.19929141733573602, 'withdrawal': 0.12243084156167301}"
2013-03-16,"{'deposit': 0.12702968843551501, 'inhouse': 0.007674030216073001, 'inter': 0, 'total': 0.257729688435515, 'withdrawal': 0.123025969783926}"
2013-03-17,"{'deposit': 0.14838052515261302, 'inhouse': 0.009736032324817, 'inter': 0.001496779759817, 'total': 0.249980525152614, 'withdrawal': 0.09036718791536501}"
2013-03-18,"{'deposit': 0.111915411572942, 'inhouse': 0.009644289346230002, 'inter': 0.000331641113293, 'total': 0.23561541157294202, 'withdrawal': 0.11372406954047601}"
2013-03-19,"{'deposit': 0.18814892661255703, 'inhouse': 0.014750114469672001, 'inter': 0, 'total': 0.380648926612557, 'withdrawal': 0.177749885530328}"
2013-03-20,"{'deposit': 0.223436486711126, 'inhouse': 0.016262080827382, 'inter': 0, 'total': 0.44463648671112604, 'withdrawal': 0.20493791917261703}"
2013-03-21,"{'deposit': 0.33453278439972, 'inhouse': 0.021346515102816002, 'inter': 0.00174849674193, 'total': 0.57693278439972, 'withdrawal': 0.219304988155253}"
2013-03-22,"{'deposit': 0.33312250051345, 'inhouse': 0.018014754052173003, 'inter': 0.00019452727250600003, 'total': 0.61742250051345, 'withdrawal': 0.26609071867532}"
2013-03-23,"{'deposit': 0.18270975652673702, 'inhouse': 0.051734743871645006, 'inter': 0.0028459700269770002, 'total': 0.8650097565267371, 'withdrawal': 0.6277192861013771}"
2013-03-24,"{'deposit': 0.125743298780495, 'inhouse': 0.013291807668982001, 'inter': 0, 'total': 0.31194329878049504, 'withdrawal': 0.172908192331018}"
2013-03-25,"{'deposit': 0.16845512790959902, 'inhouse': 0.028895078860878002, 'inter': 0, 'total': 0.35955512790959904, 'withdrawal': 0.16220492113912202}"
2013-03-26,"{'deposit': 0.290771349965505, 'inhouse': 0.015140250046713, 'inter': 1.6893667679e-05, 'total': 0.5382713499655051, 'withdrawal': 0.23234285628560702}"
2013-03-27,"{'deposit': 0.53244915097959, 'inhouse': 0.019196378794764, 'inter': 0.000686506502211, 'total': 0.85434915097959, 'withdrawal': 0.302017114703024}"
2013-03-28,"{'deposit': 0.290810641839336, 'inhouse': 0.030907824388296003, 'inter': 0.0017582324584310002, 'total': 0.709010641839336, 'withdrawal': 0.38553394315327305}"
2013-03-29,"{'deposit': 0.26142574105493305, 'inhouse': 0.011884603339344001, 'inter': 0.0005656571458, 'total': 0.5834257410549331, 'withdrawal': 0.30954973951485504}"
2013-03-30,"{'deposit': 0.11878985371844701, 'inhouse': 0.015361630265150002, 'inter': 0.0024501796798430003, 'total': 0.354289853718447, 'withdrawal': 0.217688190055006}"
2013-03-31,"{'deposit': 0.14766165359636502, 'inhouse': 0.008014499128994, 'inter': 0.0027729216652960004, 'total': 0.405161653596365, 'withdrawal': 0.24671257920570902}"
2013-04-01,"{'deposit': 0.16969202084912402, 'inhouse': 0.009672447016424, 'inter': 0, 'total': 0.35969202084912405, 'withdrawal': 0.180327552983576}"
2013-04-02,"{'deposit': 0.38601550692234304, 'inhouse': 0.019927982635399, 'inter': 0.00010574800049000001, 'total': 0.7650155069223431, 'withdrawal': 0.35896626936411}"
2013-04-03,"{'deposit': 0.5175389017282941, 'inhouse': 0.022617347531638, 'inter': 0.0006548085013380001, 'total': 0.872038901728294, 'withdrawal': 0.33122784396702404}"
2013-04-04,"{'deposit': 0.5408342449611581, 'inhouse': 0.027246362465015002, 'inter': 6.425791046e-06, 'total': 0.9083342449611581, 'withdrawal': 0.340247211743938}"
2013-04-05,"{'deposit': 0.295009426761978, 'inhouse': 0.025324181158428, 'inter': 0.0027832334269480004, 'total': 0.6465094267619781, 'withdrawal': 0.323392585414623}"
2013-04-06,"{'deposit': 0.187171619152142, 'inhouse': 0.023088201687837002, 'inter': 0.000486052726027, 'total': 0.39267161915214205, 'withdrawal': 0.181925745586135}"
2013-04-07,"{'deposit': 0.255085558287234, 'inhouse': 0.013846969609988002, 'inter': 0.000662794419728, 'total': 0.49858555828723405, 'withdrawal': 0.228990235970284}"
2013-04-08,"{'deposit': 0.44287814947387305, 'inhouse': 0.014410183868103001, 'inter': 0.000533166698188, 'total': 0.768878149473873, 'withdrawal': 0.31105664943370803}"
2013-04-09,"{'deposit': 0.47427821604657205, 'inhouse': 0.027988516570424, 'inter': 0.006961166296479001, 'total': 0.8547782160465721, 'withdrawal': 0.34555031713309603}"
2013-04-10,"{'deposit': 2.06964848621355, 'inhouse': 0.020881248032732003, 'inter': 0.006253171118623, 'total': 2.47164848621355, 'withdrawal': 0.374865580848644}"
2013-04-11,"{'deposit': 1.89926740137607, 'inhouse': 0.029634298636841003, 'inter': 0.009861494913152, 'total': 2.40776740137607, 'withdrawal': 0.469004206450005}"
2013-04-12,"{'deposit': 0.473347024403846, 'inhouse': 0.035653679690272, 'inter': 0.0035877331207950004, 'total': 0.9593470244038471, 'withdrawal': 0.446758587188932}"
2013-04-13,"{'deposit': 0.35138088844860504, 'inhouse': 0.046563499470455, 'inter': 0.008894614351405001, 'total': 0.6483808884486051, 'withdrawal': 0.24154188617813901}"
2013-04-14,"{'deposit': 0.32220007807087203, 'inhouse': 0.023783864455421, 'inter': 0.004431237385408, 'total': 0.5427000780708731, 'withdrawal': 0.19228489815916902}"
2013-04-15,"{'deposit': 0.369106463257984, 'inhouse': 0.035774425925981006, 'inter': 0.008762651381952001, 'total': 0.750106463257984, 'withdrawal': 0.336462922692065}"
2013-04-16,"{'deposit': 0.465941105142579, 'inhouse': 0.032565866872244005, 'inter': 0.015936654356979, 'total': 0.821941105142579, 'withdrawal': 0.30749747877077604}"
2013-04-17,"{'deposit': 0.45868459664070205, 'inhouse': 0.034475100297099, 'inter': 0.013995492149678001, 'total': 0.7666845966407021, 'withdrawal': 0.259529407553222}"
2013-04-18,"{'deposit': 0.28798390445148303, 'inhouse': 0.025026617685951002, 'inter': 0.008499873904588, 'total': 0.560983904451483, 'withdrawal': 0.23947350840946}"
2013-04-19,"{'deposit': 0.6305341083582441, 'inhouse': 0.025159366155633002, 'inter': 0.01274421783228, 'total': 1.03003410835824, 'withdrawal': 0.36159641601208603}"
2013-04-20,"{'deposit': 0.17563649794857703, 'inhouse': 0.021369249955269003, 'inter': 0.0028527311975730003, 'total': 0.42013649794857705, 'withdrawal': 0.220278018847156}"
2013-04-21,"{'deposit': 0.262553059253265, 'inhouse': 0.024792594811526, 'inter': 0.006729333965001001, 'total': 1.0790530592532601, 'withdrawal': 0.7849780712234711}"
2013-04-22,"{'deposit': 0.34126123710482303, 'inhouse': 0.025579690020036003, 'inter': 0.007526038841739, 'total': 0.669761237104823, 'withdrawal': 0.29539427113822403}"
2013-04-23,"{'deposit': 0.39399972206252803, 'inhouse': 0.02827319462003, 'inter': 0.005448417257317001, 'total': 0.743499722062528, 'withdrawal': 0.315778388122652}"
2013-04-24,"{'deposit': 0.416809826937977, 'inhouse': 0.041492032072018, 'inter': 0.0065495415175170005, 'total': 0.8068098269379771, 'withdrawal': 0.34195842641046403}"
2013-04-25,"{'deposit': 0.35216116707357104, 'inhouse': 0.035205391645810005, 'inter': 0.010360101329981001, 'total': 0.7436611670735711, 'withdrawal': 0.345934507024208}"
2013-04-26,"{'deposit': 0.28254998821994, 'inhouse': 0.023743179155157, 'inter': 0.0037274991598100003, 'total': 0.59754998821994, 'withdrawal': 0.28752932168503204}"
2013-04-27,"{'deposit': 0.23660016838205103, 'inhouse': 0.035947468479558, 'inter': 0.0026459744963870002, 'total': 0.5476001683820511, 'withdrawal': 0.27240655702405403}"
2013-04-28,"{'deposit': 0.23996439072719303, 'inhouse': 0.027138010207586, 'inter': 0.003403117063086, 'total': 0.45996439072719303, 'withdrawal': 0.18945887272932702}"
2013-04-29,"{'deposit': 0.358194494912701, 'inhouse': 0.025497702097892, 'inter': 0.004679823593096001, 'total': 0.716194494912701, 'withdrawal': 0.32782247430901}"
2013-04-30,"{'deposit': 0.22268902695589, 'inhouse': 0.011284462392352, 'inter': 0.00138306775524, 'total': 0.45718902695589, 'withdrawal': 0.221832469852406}"
2013-05-01,"{'deposit': 0.363172926428777, 'inhouse': 0.025840347081957003, 'inter': 0.0064311152757020006, 'total': 0.687172926428777, 'withdrawal': 0.29172853764234}"
2013-05-02,"{'deposit': 0.317700448840437, 'inhouse': 0.035135322453212006, 'inter': 0.008107539006422, 'total': 0.683700448840437, 'withdrawal': 0.32275713854036503}"
2013-05-03,"{'deposit': 0.43856981124075806, 'inhouse': 0.022121705244106, 'inter': 0.014188147618564, 'total': 0.7505698112407581, 'withdrawal': 0.27569014713732903}"
2013-05-04,"{'deposit': 0.239256173860791, 'inhouse': 0.014183469098593, 'inter': 0.012072882326916001, 'total': 0.608256173860791, 'withdrawal': 0.34274364857449}"
2013-05-05,"{'deposit': 0.26854281697287, 'inhouse': 0.018868290773975, 'inter': 0.001636193334088, 'total': 0.55204281697287, 'withdrawal': 0.26299551589193604}"
2013-05-06,"{'deposit': 0.380636498528079, 'inhouse': 0.023309686709636002, 'inter': 0.011998080333523, 'total': 0.791636498528079, 'withdrawal': 0.375692232956839}"
2013-05-07,"{'deposit': 0.27358466809139503, 'inhouse': 0.022240336429594002, 'inter': 0.007265861273936001, 'total': 0.7325846680913961, 'withdrawal': 0.42949380229646905}"
2013-05-08,"{'deposit': 0.34626980782198, 'inhouse': 0.02118659660486, 'inter': 0.012805259032426, 'total': 0.77876980782198, 'withdrawal': 0.39850814436271303}"
2013-05-09,"{'deposit': 0.25976615737025405, 'inhouse': 0.013996066236901, 'inter': 0.0025073617074660003, 'total': 0.5512661573702541, 'withdrawal': 0.274996572055631}"
2013-05-10,"{'deposit': 0.30005214202170405, 'inhouse': 0.022999205625494002, 'inter': 0.0033530798263050002, 'total': 0.681052142021704, 'withdrawal': 0.35464771454820104}"
2013-05-11,"{'deposit': 0.27252845329485303, 'inhouse': 0.017657622750839, 'inter': 0.002825640340761, 'total': 0.566528453294852, 'withdrawal': 0.273516736908399}"
2013-05-12,"{'deposit': 0.172607876286685, 'inhouse': 0.010391754003511, 'inter': 0.001821018274457, 'total': 0.40760787628668504, 'withdrawal': 0.22278722772203102}"
2013-05-13,"{'deposit': 0.24371385612972102, 'inhouse': 0.010287934526896001, 'inter': 0.0028420017128960003, 'total': 0.532213856129721, 'withdrawal': 0.275370063760208}"
2013-05-14,"{'deposit': 0.41810281570538904, 'inhouse': 0.018597264071017, 'inter': 0.00121795622665, 'total': 0.738102815705389, 'withdrawal': 0.30018477970233204}"
2013-05-15,"{'deposit': 0.40589540539448804, 'inhouse': 0.028465515806981003, 'inter': 0.0045528286908610004, 'total': 0.729895405394488, 'withdrawal': 0.29098165550215704}"
2013-05-16,"{'deposit': 0.341335655088492, 'inhouse': 0.016120586125657, 'inter': 0.001502906257102, 'total': 0.6033356550884921, 'withdrawal': 0.24437650761724}"
2013-05-17,"{'deposit': 0.31731947870125604, 'inhouse': 0.009573324977585, 'inter': 0.000812018545272, 'total': 0.5313194787012561, 'withdrawal': 0.20361465647714203}"
2013-05-18,"{'deposit': 0.22023765944151102, 'inhouse': 0.011003627667282, 'inter': 0.00068386244108, 'total': 0.409737659441511, 'withdrawal': 0.17781250989163702}"
2013-05-19,"{'deposit': 0.176917609687015, 'inhouse': 0.015324101793826001, 'inter': 0.001587657085721, 'total': 0.37391760968701504, 'withdrawal': 0.18008824112045102}"
2013-05-20,"{'deposit': 0.22663363207664203, 'inhouse': 0.019193815004867002, 'inter': 1.7270601569000003e-05, 'total': 0.44963363207664203, 'withdrawal': 0.203788914393563}"
2013-05-21,"{'deposit': 0.223416708980109, 'inhouse': 0.018705199902839, 'inter': 0.003182623347146, 'total': 0.511916708980109, 'withdrawal': 0.26661217675001403}"
2013-05-22,"{'deposit': 0.186874466074773, 'inhouse': 0.021609007636898003, 'inter': 0.002524479616024, 'total': 0.45637446607477306, 'withdrawal': 0.24536651274707702}"
2013-05-23,"{'deposit': 0.5801154774954971, 'inhouse': 0.017257298605209002, 'inter': 0.006637373805482001, 'total': 0.857615477495497, 'withdrawal': 0.25360532758930704}"
2013-05-24,"{'deposit': 0.39907487531878205, 'inhouse': 0.013826021067158, 'inter': 0.002225456121138, 'total': 0.6650748753187821, 'withdrawal': 0.24994852281170302}"
2013-05-25,"{'deposit': 0.189963845843651, 'inhouse': 0.006891860059046, 'inter': 0.00028633918249000004, 'total': 0.388963845843651, 'withdrawal': 0.191821800758463}"
2013-05-26,"{'deposit': 0.168824330820588, 'inhouse': 0.010600498587846001, 'inter': 0.002874314788753, 'total': 0.39932433082058805, 'withdrawal': 0.2170251866234}"
2013-05-27,"{'deposit': 0.29164121309629404, 'inhouse': 0.012714407588478001, 'inter': 0.0030540159750830002, 'total': 0.577641213096294, 'withdrawal': 0.270231576436438}"
2013-05-28,"{'deposit': 0.181365559303293, 'inhouse': 0.01569597643923, 'inter': 0, 'total': 0.442365559303293, 'withdrawal': 0.24530402356076902}"
2013-05-29,"{'deposit': 0.21435857285324403, 'inhouse': 0.014360954269089002, 'inter': 0.008146122367547, 'total': 0.490858572853244, 'withdrawal': 0.25399292336336304}"
2013-05-30,"{'deposit': 0.24171897974421103, 'inhouse': 0.013549833257204002, 'inter': 0.0034257752207390003, 'total': 0.485718979744211, 'withdrawal': 0.22702439152205603}"
2013-05-31,"{'deposit': 0.17570262639512402, 'inhouse': 0.023078372729048002, 'inter': 0.003244684902413, 'total': 0.39120262639512404, 'withdrawal': 0.18917694236853802}"
2013-06-01,"{'deposit': 0.169880038647853, 'inhouse': 0.009045577956156, 'inter': 0.004660468920846, 'total': 0.380880038647853, 'withdrawal': 0.19729395312299702}"
2013-06-02,"{'deposit': 0.26313622819492605, 'inhouse': 0.015339864338647001, 'inter': 0.007636912841090001, 'total': 0.483136228194926, 'withdrawal': 0.19702322282026202}"
2013-06-03,"{'deposit': 0.21995132017167102, 'inhouse': 0.01122683389598, 'inter': 0.002132000034562, 'total': 0.48795132017167103, 'withdrawal': 0.254641166069457}"
2013-06-04,"{'deposit': 0.24258491240738303, 'inhouse': 0.014547217822002, 'inter': 0.0035296112792750005, 'total': 0.46708491240738303, 'withdrawal': 0.206423170898722}"
2013-06-05,"{'deposit': 0.128183281561737, 'inhouse': 0.013485670059584001, 'inter': 0.0036349539728370004, 'total': 0.33968328156173705, 'withdrawal': 0.194379375967577}"
2013-06-06,"{'deposit': 0.198962254351739, 'inhouse': 0.013372191261940001, 'inter': 0.0018284748881560002, 'total': 0.386162254351739, 'withdrawal': 0.17199933384990201}"
2013-06-07,"{'deposit': 0.336336899605494, 'inhouse': 0.015573253592105001, 'inter': 0.005075449526783, 'total': 0.5598368996054941, 'withdrawal': 0.20285129688111}"
2013-06-08,"{'deposit': 0.131317788716646, 'inhouse': 0.014062753158577001, 'inter': 0.005434856511804, 'total': 0.29831778871664605, 'withdrawal': 0.147502390329617}"
2013-06-09,"{'deposit': 0.35930221890907504, 'inhouse': 0.018311682901007, 'inter': 0.0039856248681, 'total': 0.574802218909075, 'withdrawal': 0.193202692230892}"
2013-06-10,"{'deposit': 0.21455610537817701, 'inhouse': 0.015077366260900001, 'inter': 0.002351672347476, 'total': 0.39855610537817704, 'withdrawal': 0.166570961391624}"
2013-06-11,"{'deposit': 0.20459143002722, 'inhouse': 0.015305119976945001, 'inter': 0.0029258924353510003, 'total': 0.41309143002722, 'withdrawal': 0.19026898758770303}"
2013-06-12,"{'deposit': 0.22963634935718602, 'inhouse': 0.008590321487751, 'inter': 0.0025324933462050002, 'total': 0.417136349357186, 'withdrawal': 0.176377185166043}"
2013-06-13,"{'deposit': 0.161170602318103, 'inhouse': 0.007942333931589001, 'inter': 0.004095318358206, 'total': 0.35217060231810304, 'withdrawal': 0.178962347710204}"
2013-06-14,"{'deposit': 0.19186546800572202, 'inhouse': 0.009846766541232, 'inter': 0.0014960728719010002, 'total': 0.34486546800572204, 'withdrawal': 0.141657160586867}"
2013-06-15,"{'deposit': 0.10837518764628301, 'inhouse': 0.012103622412123, 'inter': 0.0010207253423610001, 'total': 0.230375187646283, 'withdrawal': 0.10887565224551402}"
2013-06-16,"{'deposit': 0.128773073831235, 'inhouse': 0.008849294687295001, 'inter': 0.001157117984233, 'total': 0.285773073831235, 'withdrawal': 0.146993587328471}"
2013-06-17,"{'deposit': 0.297284586374575, 'inhouse': 0.013444975200644001, 'inter': 0.001049537420326, 'total': 0.45528458637457503, 'withdrawal': 0.14350548737902902}"
2013-06-18,"{'deposit': 0.206823284836252, 'inhouse': 0.012873038241891002, 'inter': 0.0005361603542490001, 'total': 0.348323284836252, 'withdrawal': 0.12809080140386}"
2013-06-19,"{'deposit': 0.140898143917489, 'inhouse': 0.013220506033529, 'inter': 0.00020938300026700002, 'total': 0.30839814391748904, 'withdrawal': 0.15407011096620402}"
2013-06-20,"{'deposit': 0.270395663158545, 'inhouse': 0.041031256213845006, 'inter': 0.0007720135824860001, 'total': 0.458895663158545, 'withdrawal': 0.14669673020366802}"
2013-06-21,"{'deposit': 0.243092127098463, 'inhouse': 0.010893039678698, 'inter': 0.0020834668223080003, 'total': 0.40309212709846304, 'withdrawal': 0.14702349349899302}"
2013-06-22,"{'deposit': 0.135702411911258, 'inhouse': 0.007621199684779, 'inter': 0.00016974187387400002, 'total': 0.25870241191125803, 'withdrawal': 0.115209058441346}"
2013-06-23,"{'deposit': 0.10000980955652301, 'inhouse': 0.011488690843866, 'inter': 0.0014383263996000002, 'total': 0.22550980955652303, 'withdrawal': 0.112572982756533}"
2013-06-24,"{'deposit': 0.1589924194119, 'inhouse': 0.011852721894465, 'inter': 0.0026709381302510004, 'total': 0.3355924194119, 'withdrawal': 0.162076339975284}"
2013-06-25,"{'deposit': 0.21831033633344402, 'inhouse': 0.011216073886788, 'inter': 0.000249975752352, 'total': 0.373210336333444, 'withdrawal': 0.143433950360859}"
